species,label,source_file,window_idx,window_kind,original_duration_s,native_sr,sig_start_sample,sig_len_sample,embedding_idx
Balaenoptera_physalus,Balaenoptera_physalus,60009005.wav,5,real,44.2016875,22050,0,160000,22
Balaenoptera_physalus,Balaenoptera_physalus,60009005.wav,6,real,44.2016875,22050,0,160000,23
Balaenoptera_physalus,Balaenoptera_physalus,60009005.wav,7,real,44.2016875,22050,0,160000,24
Balaenoptera_physalus,Balaenoptera_physalus,60009005.wav,8,tail_extended,44.2016875,22050,9291,134454,25
Balaenoptera_physalus,Balaenoptera_physalus,60009006.wav,0,real,35.42834375,22050,0,160000,26
Balaenoptera_physalus,Balaenoptera_physalus,60009006.wav,1,real,35.42834375,22050,0,160000,27
Balaenoptera_physalus,Balaenoptera_physalus,60009006.wav,2,real,35.42834375,22050,0,160000,28
Balaenoptera_physalus,Balaenoptera_physalus,60009006.wav,3,real,35.42834375,22050,0,160000,29
Balaenoptera_physalus,Balaenoptera_physalus,60009006.wav,4,real,35.42834375,22050,0,160000,30
Balaenoptera_physalus,Balaenoptera_physalus,60009006.wav,5,real,35.42834375,22050,0,160000,31
Balaenoptera_physalus,Balaenoptera_physalus,60009006.wav,6,real,35.42834375,22050,0,160000,32
Balaenoptera_physalus,Balaenoptera_physalus,60009007.wav,0,real,24.90834375,22050,0,160000,33
Balaenoptera_physalus,Balaenoptera_physalus,60009007.wav,1,real,24.90834375,22050,0,160000,34
Balaenoptera_physalus,Balaenoptera_physalus,60009007.wav,2,real,24.90834375,22050,0,160000,35
Balaenoptera_physalus,Balaenoptera_physalus,60009007.wav,3,real,24.90834375,22050,0,160000,36
Balaenoptera_physalus,Balaenoptera_physalus,60009007.wav,4,tail_extended,24.90834375,22050,1220,157067,37
Balaenoptera_physalus,Balaenoptera_physalus,6000900L.wav,0,real,5.938375,22050,0,160000,38
Balaenoptera_physalus,Balaenoptera_physalus,6000900M.wav,0,real,5.998375,22050,0,160000,39
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,0,real,72.31003125,22050,0,160000,40
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,1,real,72.31003125,22050,0,160000,41
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,2,real,72.31003125,22050,0,160000,42
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,3,real,72.31003125,22050,0,160000,43
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,4,real,72.31003125,22050,0,160000,44
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,5,real,72.31003125,22050,0,160000,45
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,6,real,72.31003125,22050,0,160000,46
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,7,real,72.31003125,22050,0,160000,47
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,8,real,72.31003125,22050,0,160000,48
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,9,real,72.31003125,22050,0,160000,49
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,10,real,72.31003125,22050,0,160000,50
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,11,real,72.31003125,22050,0,160000,51
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,12,real,72.31003125,22050,0,160000,52
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,13,real,72.31003125,22050,0,160000,53
Balaenoptera_physalus,Balaenoptera_physalus,61039001.wav,14,tail_extended,72.31003125,22050,32611,73921,54
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,0,real,93.01334375,22050,0,160000,55
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,1,real,93.01334375,22050,0,160000,56
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,2,real,93.01334375,22050,0,160000,57
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,3,real,93.01334375,22050,0,160000,58
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,4,real,93.01334375,22050,0,160000,59
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,5,real,93.01334375,22050,0,160000,60
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,6,real,93.01334375,22050,0,160000,61
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,7,real,93.01334375,22050,0,160000,62
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,8,real,93.01334375,22050,0,160000,63
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,9,real,93.01334375,22050,0,160000,64
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,10,real,93.01334375,22050,0,160000,65
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,11,real,93.01334375,22050,0,160000,66
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,12,real,93.01334375,22050,0,160000,67
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,13,real,93.01334375,22050,0,160000,68
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,14,real,93.01334375,22050,0,160000,69
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,15,real,93.01334375,22050,0,160000,70
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,16,real,93.01334375,22050,0,160000,71
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,17,real,93.01334375,22050,0,160000,72
Balaenoptera_physalus,Balaenoptera_physalus,61047009.wav,18,tail_extended,93.01334375,22050,17355,96427,73
Balaenoptera_physalus,Balaenoptera_physalus,6104700D.wav,0,real,48.7166875,22050,0,160000,74
Balaenoptera_physalus,Balaenoptera_physalus,6104700D.wav,1,real,48.7166875,22050,0,160000,75
Balaenoptera_physalus,Balaenoptera_physalus,6104700D.wav,2,real,48.7166875,22050,0,160000,76
Balaenoptera_physalus,Balaenoptera_physalus,6104700D.wav,3,real,48.7166875,22050,0,160000,77
Balaenoptera_physalus,Balaenoptera_physalus,6104700D.wav,4,real,48.7166875,22050,0,160000,78
Balaenoptera_physalus,Balaenoptera_physalus,6104700D.wav,5,real,48.7166875,22050,0,160000,79
Balaenoptera_physalus,Balaenoptera_physalus,6104700D.wav,6,real,48.7166875,22050,0,160000,80
Balaenoptera_physalus,Balaenoptera_physalus,6104700D.wav,7,real,48.7166875,22050,0,160000,81
Balaenoptera_physalus,Balaenoptera_physalus,6104700D.wav,8,real,48.7166875,22050,0,160000,82
Balaenoptera_physalus,Balaenoptera_physalus,6104700D.wav,9,tail_extended,48.7166875,22050,1191,118934,83
Balaenoptera_physalus,Balaenoptera_physalus,6104700E.wav,0,real,42.7966875,22050,0,160000,84
Balaenoptera_physalus,Balaenoptera_physalus,6104700E.wav,1,real,42.7966875,22050,0,160000,85
Balaenoptera_physalus,Balaenoptera_physalus,6104700E.wav,2,real,42.7966875,22050,0,160000,86
Balaenoptera_physalus,Balaenoptera_physalus,6104700E.wav,3,real,42.7966875,22050,0,160000,87
Balaenoptera_physalus,Balaenoptera_physalus,6104700E.wav,4,real,42.7966875,22050,0,160000,88
Balaenoptera_physalus,Balaenoptera_physalus,6104700E.wav,5,real,42.7966875,22050,0,160000,89
Balaenoptera_physalus,Balaenoptera_physalus,6104700E.wav,6,real,42.7966875,22050,0,160000,90
Balaenoptera_physalus,Balaenoptera_physalus,6104700E.wav,7,real,42.7966875,22050,0,160000,91
Balaenoptera_physalus,Balaenoptera_physalus,6104700E.wav,8,tail_extended,42.7966875,22050,30014,89494,92
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,0,real,59.938375,22050,0,160000,93
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,1,real,59.938375,22050,0,160000,94
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,2,real,59.938375,22050,0,160000,95
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,3,real,59.938375,22050,0,160000,96
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,4,real,59.938375,22050,0,160000,97
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,5,real,59.938375,22050,0,160000,98
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,6,real,59.938375,22050,0,160000,99
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,7,real,59.938375,22050,0,160000,100
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,8,real,59.938375,22050,0,160000,101
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,9,real,59.938375,22050,0,160000,102
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,10,real,59.938375,22050,0,160000,103
Balaenoptera_physalus,Balaenoptera_physalus,6104700F.wav,11,tail_extended,59.938375,22050,1125,158028,104
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,0,real,59.34834375,22050,0,160000,105
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,1,real,59.34834375,22050,0,160000,106
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,2,real,59.34834375,22050,0,160000,107
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,3,real,59.34834375,22050,0,160000,108
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,4,real,59.34834375,22050,0,160000,109
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,5,real,59.34834375,22050,0,160000,110
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,6,real,59.34834375,22050,0,160000,111
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,7,real,59.34834375,22050,0,160000,112
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,8,real,59.34834375,22050,0,160000,113
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,9,real,59.34834375,22050,0,160000,114
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,10,real,59.34834375,22050,0,160000,115
Balaenoptera_physalus,Balaenoptera_physalus,61048004.wav,11,tail_extended,59.34834375,22050,19998,139147,116
Balaenoptera_physalus,Balaenoptera_physalus,61048005.wav,0,real,32.5216875,22050,0,160000,117
Balaenoptera_physalus,Balaenoptera_physalus,61048005.wav,1,real,32.5216875,22050,0,160000,118
Balaenoptera_physalus,Balaenoptera_physalus,61048005.wav,2,real,32.5216875,22050,0,160000,119
Balaenoptera_physalus,Balaenoptera_physalus,61048005.wav,3,real,32.5216875,22050,0,160000,120
Balaenoptera_physalus,Balaenoptera_physalus,61048005.wav,4,real,32.5216875,22050,0,160000,121
Balaenoptera_physalus,Balaenoptera_physalus,61048005.wav,5,real,32.5216875,22050,0,160000,122
Balaenoptera_physalus,Balaenoptera_physalus,61048005.wav,6,tail_extended,32.5216875,22050,21779,80694,123
Balaenoptera_physalus,Balaenoptera_physalus,61048007.wav,0,real,41.04834375,22050,0,160000,124
Balaenoptera_physalus,Balaenoptera_physalus,61048007.wav,1,real,41.04834375,22050,0,160000,125
Balaenoptera_physalus,Balaenoptera_physalus,61048007.wav,2,real,41.04834375,22050,0,160000,126
Balaenoptera_physalus,Balaenoptera_physalus,61048007.wav,3,real,41.04834375,22050,0,160000,127
Balaenoptera_physalus,Balaenoptera_physalus,61048007.wav,4,real,41.04834375,22050,0,160000,128
Balaenoptera_physalus,Balaenoptera_physalus,61048007.wav,5,real,41.04834375,22050,0,160000,129
Balaenoptera_physalus,Balaenoptera_physalus,61048007.wav,6,real,41.04834375,22050,0,160000,130
Balaenoptera_physalus,Balaenoptera_physalus,61048007.wav,7,real,41.04834375,22050,0,160000,131
Balaenoptera_physalus,Balaenoptera_physalus,61048007.wav,8,tail_extended,41.04834375,22050,104665,33547,132
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,0,real,69.635,22050,0,160000,133
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,1,real,69.635,22050,0,160000,134
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,2,real,69.635,22050,0,160000,135
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,3,real,69.635,22050,0,160000,136
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,4,real,69.635,22050,0,160000,137
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,5,real,69.635,22050,0,160000,138
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,6,real,69.635,22050,0,160000,139
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,7,real,69.635,22050,0,160000,140
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,8,real,69.635,22050,0,160000,141
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,9,real,69.635,22050,0,160000,142
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,10,real,69.635,22050,0,160000,143
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,11,real,69.635,22050,0,160000,144
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,12,real,69.635,22050,0,160000,145
Balaenoptera_physalus,Balaenoptera_physalus,61064006.wav,13,tail_extended,69.635,22050,6619,148320,146
Balaenoptera_physalus,Balaenoptera_physalus,61064008.wav,0,real,43.49334375,22050,0,160000,147
Balaenoptera_physalus,Balaenoptera_physalus,61064008.wav,1,real,43.49334375,22050,0,160000,148
Balaenoptera_physalus,Balaenoptera_physalus,61064008.wav,2,real,43.49334375,22050,0,160000,149
Balaenoptera_physalus,Balaenoptera_physalus,61064008.wav,3,real,43.49334375,22050,0,160000,150
Balaenoptera_physalus,Balaenoptera_physalus,61064008.wav,4,real,43.49334375,22050,0,160000,151
Balaenoptera_physalus,Balaenoptera_physalus,61064008.wav,5,real,43.49334375,22050,0,160000,152
Balaenoptera_physalus,Balaenoptera_physalus,61064008.wav,6,real,43.49334375,22050,0,160000,153
Balaenoptera_physalus,Balaenoptera_physalus,61064008.wav,7,real,43.49334375,22050,0,160000,154
Balaenoptera_physalus,Balaenoptera_physalus,61064008.wav,8,tail_extended,43.49334375,22050,5899,111787,155
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,0,real,65.06665625,22050,0,160000,156
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,1,real,65.06665625,22050,0,160000,157
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,2,real,65.06665625,22050,0,160000,158
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,3,real,65.06665625,22050,0,160000,159
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,4,real,65.06665625,22050,0,160000,160
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,5,real,65.06665625,22050,0,160000,161
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,6,real,65.06665625,22050,0,160000,162
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,7,real,65.06665625,22050,0,160000,163
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,8,real,65.06665625,22050,0,160000,164
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,9,real,65.06665625,22050,0,160000,165
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,10,real,65.06665625,22050,0,160000,166
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,11,real,65.06665625,22050,0,160000,167
Balaenoptera_physalus,Balaenoptera_physalus,61064009.wav,12,real,65.06665625,22050,0,160000,168
Balaenoptera_physalus,Balaenoptera_physalus,6106400A.wav,0,real,51.12665625,22050,0,160000,169
Balaenoptera_physalus,Balaenoptera_physalus,6106400A.wav,1,real,51.12665625,22050,0,160000,170
Balaenoptera_physalus,Balaenoptera_physalus,6106400A.wav,2,real,51.12665625,22050,0,160000,171
Balaenoptera_physalus,Balaenoptera_physalus,6106400A.wav,3,real,51.12665625,22050,0,160000,172
Balaenoptera_physalus,Balaenoptera_physalus,6106400A.wav,4,real,51.12665625,22050,0,160000,173
Balaenoptera_physalus,Balaenoptera_physalus,6106400A.wav,5,real,51.12665625,22050,0,160000,174
Balaenoptera_physalus,Balaenoptera_physalus,6106400A.wav,6,real,51.12665625,22050,0,160000,175
Balaenoptera_physalus,Balaenoptera_physalus,6106400A.wav,7,real,51.12665625,22050,0,160000,176
Balaenoptera_physalus,Balaenoptera_physalus,6106400A.wav,8,real,51.12665625,22050,0,160000,177
Balaenoptera_physalus,Balaenoptera_physalus,6106400A.wav,9,real,51.12665625,22050,0,160000,178
Balaenoptera_physalus,Balaenoptera_physalus,6106400A.wav,10,tail_extended,51.12665625,22050,118187,36053,179
Balaenoptera_physalus,Balaenoptera_physalus,6106400B.wav,0,real,52.06834375,22050,0,160000,180
Balaenoptera_physalus,Balaenoptera_physalus,6106400B.wav,1,real,52.06834375,22050,0,160000,181
Balaenoptera_physalus,Balaenoptera_physalus,6106400B.wav,2,real,52.06834375,22050,0,160000,182
Balaenoptera_physalus,Balaenoptera_physalus,6106400B.wav,3,real,52.06834375,22050,0,160000,183
Balaenoptera_physalus,Balaenoptera_physalus,6106400B.wav,4,real,52.06834375,22050,0,160000,184
Balaenoptera_physalus,Balaenoptera_physalus,6106400B.wav,5,real,52.06834375,22050,0,160000,185
Balaenoptera_physalus,Balaenoptera_physalus,6106400B.wav,6,real,52.06834375,22050,0,160000,186
Balaenoptera_physalus,Balaenoptera_physalus,6106400B.wav,7,real,52.06834375,22050,0,160000,187
Balaenoptera_physalus,Balaenoptera_physalus,6106400B.wav,8,real,52.06834375,22050,0,160000,188
Balaenoptera_physalus,Balaenoptera_physalus,6106400B.wav,9,real,52.06834375,22050,0,160000,189
Balaenoptera_physalus,Balaenoptera_physalus,6106400B.wav,10,tail_extended,52.06834375,22050,86388,66187,190
Balaenoptera_physalus,Balaenoptera_physalus,6106400D.wav,0,real,31.40334375,22050,0,160000,191
Balaenoptera_physalus,Balaenoptera_physalus,6106400D.wav,1,real,31.40334375,22050,0,160000,192
Balaenoptera_physalus,Balaenoptera_physalus,6106400D.wav,2,real,31.40334375,22050,0,160000,193
Balaenoptera_physalus,Balaenoptera_physalus,6106400D.wav,3,real,31.40334375,22050,0,160000,194
Balaenoptera_physalus,Balaenoptera_physalus,6106400D.wav,4,real,31.40334375,22050,0,160000,195
Balaenoptera_physalus,Balaenoptera_physalus,6106400D.wav,5,real,31.40334375,22050,0,160000,196
Balaenoptera_physalus,Balaenoptera_physalus,6106400D.wav,6,tail_extended,31.40334375,22050,59384,44907,197
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,0,real,69.21334375,22050,0,160000,198
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,1,real,69.21334375,22050,0,160000,199
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,2,real,69.21334375,22050,0,160000,200
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,3,real,69.21334375,22050,0,160000,201
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,4,real,69.21334375,22050,0,160000,202
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,5,real,69.21334375,22050,0,160000,203
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,6,real,69.21334375,22050,0,160000,204
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,7,real,69.21334375,22050,0,160000,205
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,8,real,69.21334375,22050,0,160000,206
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,9,real,69.21334375,22050,0,160000,207
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,10,real,69.21334375,22050,0,160000,208
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,11,real,69.21334375,22050,0,160000,209
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,12,real,69.21334375,22050,0,160000,210
Balaenoptera_physalus,Balaenoptera_physalus,6106400F.wav,13,tail_extended,69.21334375,22050,9887,134827,211
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,0,real,74.46503125,22050,0,160000,212
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,1,real,74.46503125,22050,0,160000,213
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,2,real,74.46503125,22050,0,160000,214
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,3,real,74.46503125,22050,0,160000,215
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,4,real,74.46503125,22050,0,160000,216
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,5,real,74.46503125,22050,0,160000,217
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,6,real,74.46503125,22050,0,160000,218
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,7,real,74.46503125,22050,0,160000,219
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,8,real,74.46503125,22050,0,160000,220
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,9,real,74.46503125,22050,0,160000,221
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,10,real,74.46503125,22050,0,160000,222
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,11,real,74.46503125,22050,0,160000,223
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,12,real,74.46503125,22050,0,160000,224
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,13,real,74.46503125,22050,0,160000,225
Balaenoptera_physalus,Balaenoptera_physalus,6106400J.wav,14,tail_extended,74.46503125,22050,5371,142881,226
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,0,real,83.93334375,22050,0,160000,227
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,1,real,83.93334375,22050,0,160000,228
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,2,real,83.93334375,22050,0,160000,229
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,3,real,83.93334375,22050,0,160000,230
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,4,real,83.93334375,22050,0,160000,231
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,5,real,83.93334375,22050,0,160000,232
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,6,real,83.93334375,22050,0,160000,233
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,7,real,83.93334375,22050,0,160000,234
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,8,real,83.93334375,22050,0,160000,235
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,9,real,83.93334375,22050,0,160000,236
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,10,real,83.93334375,22050,0,160000,237
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,11,real,83.93334375,22050,0,160000,238
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,12,real,83.93334375,22050,0,160000,239
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,13,real,83.93334375,22050,0,160000,240
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,14,real,83.93334375,22050,0,160000,241
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,15,real,83.93334375,22050,0,160000,242
Balaenoptera_physalus,Balaenoptera_physalus,6106400L.wav,16,tail_extended,83.93334375,22050,8903,125867,243
Balaenoptera_physalus,Balaenoptera_physalus,6106400O.wav,0,real,27.3216875,22050,0,160000,244
Balaenoptera_physalus,Balaenoptera_physalus,6106400O.wav,1,real,27.3216875,22050,0,160000,245
Balaenoptera_physalus,Balaenoptera_physalus,6106400O.wav,2,real,27.3216875,22050,0,160000,246
Balaenoptera_physalus,Balaenoptera_physalus,6106400O.wav,3,real,27.3216875,22050,0,160000,247
Balaenoptera_physalus,Balaenoptera_physalus,6106400O.wav,4,real,27.3216875,22050,0,160000,248
Balaenoptera_physalus,Balaenoptera_physalus,6106400O.wav,5,tail_extended,27.3216875,22050,27421,74294,249
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,0,real,90.32334375,22050,0,160000,250
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,1,real,90.32334375,22050,0,160000,251
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,2,real,90.32334375,22050,0,160000,252
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,3,real,90.32334375,22050,0,160000,253
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,4,real,90.32334375,22050,0,160000,254
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,5,real,90.32334375,22050,0,160000,255
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,6,real,90.32334375,22050,0,160000,256
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,7,real,90.32334375,22050,0,160000,257
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,8,real,90.32334375,22050,0,160000,258
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,9,real,90.32334375,22050,0,160000,259
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,10,real,90.32334375,22050,0,160000,260
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,11,real,90.32334375,22050,0,160000,261
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,12,real,90.32334375,22050,0,160000,262
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,13,real,90.32334375,22050,0,160000,263
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,14,real,90.32334375,22050,0,160000,264
Balaenoptera_physalus,Balaenoptera_physalus,61079002.wav,15,real,90.32334375,22050,0,160000,265
