wav_path,offset_s,label,subdataset,split,n_whistle,n_bout,n_noise,embedding_idx
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,175.0,whistle,IMMS,test,2,0,0,35
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,180.0,background,IMMS,test,0,0,0,36
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,185.0,whistle,IMMS,test,1,0,0,37
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,190.0,background,IMMS,test,0,0,0,38
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,195.0,background,IMMS,test,0,0,0,39
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,200.0,whistle,IMMS,test,1,0,0,40
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,205.0,whistle,IMMS,test,4,0,0,41
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,210.0,background,IMMS,test,0,0,0,42
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,215.0,whistle,IMMS,test,4,0,0,43
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,220.0,bout,IMMS,test,0,1,0,44
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,225.0,bout+whistle,IMMS,test,1,3,0,45
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,230.0,bout,IMMS,test,0,5,0,46
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,235.0,bout,IMMS,test,0,3,0,47
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,240.0,bout,IMMS,test,0,1,0,48
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,245.0,background,IMMS,test,0,0,0,49
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,250.0,whistle,IMMS,test,3,0,0,50
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,255.0,whistle,IMMS,test,3,0,0,51
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,260.0,background,IMMS,test,0,0,0,52
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,265.0,background,IMMS,test,0,0,0,53
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,270.0,background,IMMS,test,0,0,0,54
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,275.0,background,IMMS,test,0,0,0,55
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,280.0,background,IMMS,test,0,0,0,56
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,285.0,whistle,IMMS,test,4,0,0,57
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,290.0,background,IMMS,test,0,0,0,58
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,295.0,whistle,IMMS,test,1,0,0,59
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,300.0,whistle,IMMS,test,1,0,0,60
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,305.0,whistle,IMMS,test,1,0,0,61
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,310.0,whistle,IMMS,test,3,0,0,62
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,315.0,whistle,IMMS,test,1,0,0,63
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,320.0,background,IMMS,test,0,0,0,64
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,325.0,background,IMMS,test,0,0,0,65
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,330.0,background,IMMS,test,0,0,0,66
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,335.0,background,IMMS,test,0,0,0,67
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,340.0,whistle,IMMS,test,1,0,0,68
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,345.0,background,IMMS,test,0,0,0,69
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,350.0,whistle,IMMS,test,1,0,0,70
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,355.0,background,IMMS,test,0,0,0,71
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,360.0,background,IMMS,test,0,0,0,72
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,365.0,whistle,IMMS,test,3,0,0,73
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,370.0,whistle,IMMS,test,4,0,0,74
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,375.0,whistle,IMMS,test,3,0,0,75
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,380.0,whistle,IMMS,test,1,0,0,76
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,385.0,whistle,IMMS,test,2,0,0,77
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,390.0,whistle,IMMS,test,5,0,0,78
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,395.0,bout+whistle,IMMS,test,2,1,0,79
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,400.0,bout,IMMS,test,0,1,0,80
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,405.0,whistle,IMMS,test,2,0,0,81
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,410.0,bout+whistle,IMMS,test,2,1,0,82
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,415.0,whistle,IMMS,test,2,0,0,83
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,420.0,whistle,IMMS,test,5,0,0,84
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,425.0,whistle,IMMS,test,4,0,0,85
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,430.0,whistle,IMMS,test,3,0,0,86
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,435.0,background,IMMS,test,0,0,0,87
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,440.0,background,IMMS,test,0,0,0,88
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,445.0,background,IMMS,test,0,0,0,89
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,450.0,background,IMMS,test,0,0,0,90
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,455.0,background,IMMS,test,0,0,0,91
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,460.0,background,IMMS,test,0,0,0,92
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,465.0,whistle,IMMS,test,1,0,0,93
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,470.0,background,IMMS,test,0,0,0,94
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,475.0,whistle,IMMS,test,1,0,0,95
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,480.0,whistle,IMMS,test,1,0,0,96
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,485.0,background,IMMS,test,0,0,0,97
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,490.0,whistle,IMMS,test,1,0,0,98
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,495.0,whistle,IMMS,test,2,0,0,99
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,500.0,whistle,IMMS,test,1,0,0,100
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,505.0,whistle,IMMS,test,1,0,0,101
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,510.0,background,IMMS,test,0,0,0,102
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,515.0,whistle,IMMS,test,1,0,0,103
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,520.0,background,IMMS,test,0,0,0,104
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,525.0,background,IMMS,test,0,0,0,105
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,530.0,background,IMMS,test,0,0,0,106
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,535.0,background,IMMS,test,0,0,0,107
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,540.0,whistle,IMMS,test,1,0,0,108
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,545.0,background,IMMS,test,0,0,0,109
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,550.0,background,IMMS,test,0,0,0,110
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,555.0,whistle,IMMS,test,1,0,0,111
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,560.0,whistle,IMMS,test,3,0,0,112
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,565.0,whistle,IMMS,test,1,0,0,113
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,570.0,whistle,IMMS,test,1,0,0,114
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,575.0,whistle,IMMS,test,3,0,0,115
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,580.0,whistle,IMMS,test,1,0,0,116
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,585.0,whistle,IMMS,test,1,0,0,117
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,590.0,whistle,IMMS,test,2,0,0,118
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,595.0,whistle,IMMS,test,2,0,0,119
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,600.0,whistle,IMMS,test,2,0,0,120
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,605.0,whistle,IMMS,test,2,0,0,121
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,610.0,whistle,IMMS,test,2,0,0,122
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,615.0,whistle,IMMS,test,2,0,0,123
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,620.0,whistle,IMMS,test,1,0,0,124
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,625.0,background,IMMS,test,0,0,0,125
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,630.0,background,IMMS,test,0,0,0,126
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,635.0,whistle,IMMS,test,1,0,0,127
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,640.0,whistle,IMMS,test,4,0,0,128
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,645.0,bout+whistle,IMMS,test,9,1,0,129
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,650.0,whistle,IMMS,test,4,0,0,130
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,655.0,whistle,IMMS,test,7,0,0,131
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,660.0,whistle,IMMS,test,2,0,0,132
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,665.0,whistle,IMMS,test,3,0,0,133
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,670.0,bout+whistle,IMMS,test,1,1,0,134
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,675.0,bout+whistle,IMMS,test,5,1,0,135
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,680.0,bout+whistle,IMMS,test,1,1,0,136
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,685.0,whistle,IMMS,test,3,0,0,137
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,690.0,whistle,IMMS,test,3,0,0,138
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,695.0,whistle,IMMS,test,4,0,0,139
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,700.0,whistle,IMMS,test,3,0,0,140
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,705.0,whistle,IMMS,test,4,0,0,141
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,710.0,bout+whistle,IMMS,test,1,1,0,142
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,715.0,bout,IMMS,test,0,1,0,143
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,720.0,background,IMMS,test,0,0,0,144
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,725.0,bout+whistle,IMMS,test,3,1,0,145
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,730.0,whistle,IMMS,test,5,0,0,146
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,735.0,background,IMMS,test,0,0,0,147
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,740.0,whistle,IMMS,test,4,0,0,148
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,745.0,whistle,IMMS,test,4,0,0,149
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,750.0,bout+whistle,IMMS,test,1,1,0,150
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,755.0,whistle,IMMS,test,1,0,0,151
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,760.0,whistle,IMMS,test,2,0,0,152
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,765.0,whistle,IMMS,test,2,0,0,153
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,770.0,whistle,IMMS,test,3,0,0,154
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,775.0,whistle,IMMS,test,8,0,0,155
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,780.0,bout+whistle,IMMS,test,3,1,0,156
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,785.0,bout+whistle,IMMS,test,4,2,0,157
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,790.0,bout+whistle,IMMS,test,5,1,0,158
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,795.0,whistle,IMMS,test,9,0,0,159
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,800.0,whistle,IMMS,test,7,0,0,160
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,805.0,whistle,IMMS,test,3,0,0,161
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,810.0,whistle,IMMS,test,2,0,0,162
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,815.0,whistle,IMMS,test,2,0,0,163
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,820.0,bout+whistle,IMMS,test,1,1,0,164
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,825.0,bout+whistle,IMMS,test,3,2,0,165
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,830.0,whistle,IMMS,test,1,0,0,166
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,835.0,whistle,IMMS,test,4,0,0,167
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,840.0,bout+whistle,IMMS,test,2,1,0,168
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,845.0,bout+whistle,IMMS,test,1,2,0,169
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,850.0,bout+whistle,IMMS,test,2,1,0,170
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,855.0,whistle,IMMS,test,2,0,0,171
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,860.0,background,IMMS,test,0,0,0,172
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,865.0,whistle,IMMS,test,1,0,0,173
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,870.0,whistle,IMMS,test,2,0,0,174
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,875.0,background,IMMS,test,0,0,0,175
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,880.0,background,IMMS,test,0,0,0,176
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,885.0,whistle,IMMS,test,2,0,0,177
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,890.0,background,IMMS,test,0,0,0,178
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,895.0,background,IMMS,test,0,0,0,179
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,900.0,background,IMMS,test,0,0,0,180
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,905.0,background,IMMS,test,0,0,0,181
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,910.0,background,IMMS,test,0,0,0,182
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,915.0,whistle,IMMS,test,1,0,0,183
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,920.0,whistle,IMMS,test,2,0,0,184
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,925.0,background,IMMS,test,0,0,0,185
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,930.0,background,IMMS,test,0,0,0,186
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,935.0,bout,IMMS,test,0,1,0,187
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,940.0,whistle,IMMS,test,2,0,0,188
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,945.0,whistle,IMMS,test,2,0,0,189
/data2/mromaniuc/cet-det/datasets/DRYAD/Audio/IMMS/IMMS_Combined_Test.wav,950.0,whistle,IMMS,test,3,0,0,190
