wav_path,wav_name,offset_s,label,deployment_folder,deployment_id,species_folder,n_species,species_set,signal_set,embedding_idx,deployment_key,deploymentID,deploymentPlatform,bottomDepth (m),label_refined
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D04/F_D04_20230714_030700.WAV,F_D04_20230714_030700.WAV,15.0,background,deployment-F_D04,F_D04,Delphinidae,0,,,15,F_D04,F_D04,longline gear,65,background_fishing_gear
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D04/F_D04_20230714_030700.WAV,F_D04_20230714_030700.WAV,20.0,background,deployment-F_D04,F_D04,Delphinidae,0,,,16,F_D04,F_D04,longline gear,65,background_fishing_gear
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D04/F_D04_20230714_030700.WAV,F_D04_20230714_030700.WAV,25.0,background,deployment-F_D04,F_D04,Delphinidae,0,,,17,F_D04,F_D04,longline gear,65,background_fishing_gear
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D04/F_D04_20230714_030700.WAV,F_D04_20230714_030700.WAV,30.0,background,deployment-F_D04,F_D04,Delphinidae,0,,,18,F_D04,F_D04,longline gear,65,background_fishing_gear
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D04/F_D04_20230714_030700.WAV,F_D04_20230714_030700.WAV,35.0,background,deployment-F_D04,F_D04,Delphinidae,0,,,19,F_D04,F_D04,longline gear,65,background_fishing_gear
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D04/F_D04_20230714_030700.WAV,F_D04_20230714_030700.WAV,40.0,background,deployment-F_D04,F_D04,Delphinidae,0,,,20,F_D04,F_D04,longline gear,65,background_fishing_gear
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D04/F_D04_20230714_030700.WAV,F_D04_20230714_030700.WAV,45.0,background,deployment-F_D04,F_D04,Delphinidae,0,,,21,F_D04,F_D04,longline gear,65,background_fishing_gear
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D04/F_D04_20230714_030700.WAV,F_D04_20230714_030700.WAV,50.0,delphi_whistles,deployment-F_D04,F_D04,Delphinidae,1,delphi,whistles,22,F_D04,F_D04,longline gear,65,delphi_whistles
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,0.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,23,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,5.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,24,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,10.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,25,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,15.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,26,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,20.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,27,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,25.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,28,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,30.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,29,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,35.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,30,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,40.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,31,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,45.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,32,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,50.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,33,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_181600.WAV,F_D07_20231013_181600.WAV,55.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,34,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,0.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,35,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,5.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,36,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,10.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,37,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,15.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,38,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,20.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,39,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,25.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,40,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,30.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,41,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,35.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,42,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,40.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,43,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,45.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,44,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,50.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,45,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_170400.WAV,F_D07_20231013_170400.WAV,55.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,46,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,0.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,47,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,5.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,48,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,10.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,49,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,15.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,50,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,20.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,51,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,25.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,52,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,30.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,53,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,35.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,54,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,40.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,55,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,45.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,56,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,50.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,57,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_162800.WAV,F_D07_20231013_162800.WAV,55.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,58,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,0.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,59,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,5.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,60,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,10.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,61,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,15.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,62,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,20.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,63,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,25.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,64,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,30.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,65,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,35.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,66,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,40.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,67,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,45.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,68,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,50.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,69,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231013_182800.WAV,F_D07_20231013_182800.WAV,55.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,70,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,0.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,71,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,5.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,72,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,10.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,73,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,15.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,74,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,20.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,75,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,25.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,76,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,30.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,77,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,35.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,78,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,40.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,79,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,45.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,80,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,50.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,81,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231011_172800.WAV,F_D07_20231011_172800.WAV,55.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,82,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231014_064400.WAV,F_D07_20231014_064400.WAV,0.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,83,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231014_064400.WAV,F_D07_20231014_064400.WAV,5.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,84,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231014_064400.WAV,F_D07_20231014_064400.WAV,10.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,85,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
/data2/mromaniuc/cet-det/datasets/ALNITAK_CAVANILLES/Delphinidae/3-complete-WAV/deployment-F_D07/F_D07_20231014_064400.WAV,F_D07_20231014_064400.WAV,15.0,background,deployment-F_D07,deployment-F_D07,Delphinidae,0,,,86,F_D07,F_D07,anchored FAD,1317,background_FAD_deep
