Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File	Begin Date Time	File Offset (s)	Annotation
35	Spectrogram 1	1	2991.670396845	2991.815190000	5954.545	11909.091	0.1448	5954.545	-49.26	IMMS_TrainingData_02.wav	2991.6704	2991.6704	Whistle
36	Spectrogram 1	1	2998.917982000	2999.255827000	5818.182	12636.364	0.3378	6818.182	-54.72	IMMS_TrainingData_02.wav	2998.9180	2998.9180	Whistle
37	Spectrogram 1	1	2999.601716000	2999.774660000	6636.364	11454.545	0.1729	4818.181	-57.80	IMMS_TrainingData_02.wav	2999.6017	2999.6017	Whistle
39	Spectrogram 1	1	3000.949070773	3001.274853000	4818.182	17318.182	0.3258	12500.000	-54.62	IMMS_TrainingData_02.wav	3000.9491	3000.9491	Whistle
40	Spectrogram 1	1	3001.290937743	3001.644870606	4818.182	17409.091	0.3539	12590.909	-51.61	IMMS_TrainingData_02.wav	3001.2909	3001.2909	Whistle
41	Spectrogram 1	1	3001.669006000	3002.018913291	4954.545	16636.364	0.3499	11681.819	-51.42	IMMS_TrainingData_02.wav	3001.6690	3001.6690	Whistle
42	Spectrogram 1	1	3002.372850000	3002.501550095	10363.636	12500.000	0.1287	2136.364	-63.71	IMMS_TrainingData_02.wav	3002.3729	3002.3729	Whistle
43	Spectrogram 1	1	3002.670475000	3002.847442000	6590.909	11045.455	0.1770	4454.546	-62.77	IMMS_TrainingData_02.wav	3002.6705	3002.6705	Whistle
44	Spectrogram 1	1	3003.076694000	3003.225507000	9227.273	10818.182	0.1488	1590.909	-54.80	IMMS_TrainingData_02.wav	3003.0767	3003.0767	Whistle
45	Spectrogram 1	1	3003.418557968	3003.627703000	7681.818	10409.091	0.2091	2727.273	-64.32	IMMS_TrainingData_02.wav	3003.4186	3003.4186	Whistle
46	Spectrogram 1	1	3004.090229000	3004.528620129	10909.091	17500.000	0.4384	6590.909	-60.99	IMMS_TrainingData_02.wav	3004.0902	3004.0902	Whistle
47	Spectrogram 1	1	3004.685476739	3004.910706743	13318.182	16136.364	0.2252	2818.182	-61.92	IMMS_TrainingData_02.wav	3004.6855	3004.6855	Whistle
48	Spectrogram 1	1	3005.457697000	3005.759341222	8090.909	10863.636	0.3016	2772.727	-63.49	IMMS_TrainingData_02.wav	3005.4577	3005.4577	Whistle
49	Spectrogram 1	1	3005.920219796	3006.109256000	7590.909	10772.727	0.1890	3181.818	-62.58	IMMS_TrainingData_02.wav	3005.9202	3005.9202	Whistle
50	Spectrogram 1	1	3006.378723732	3006.531562000	7863.636	11000.000	0.1528	3136.364	-59.72	IMMS_TrainingData_02.wav	3006.3787	3006.3787	Whistle
51	Spectrogram 1	1	3006.700480881	3006.925715000	7000.000	10863.636	0.2252	3863.636	-61.31	IMMS_TrainingData_02.wav	3006.7005	3006.7005	Whistle
52	Spectrogram 1	1	3007.122791000	3007.259538000	8454.545	10590.909	0.1367	2136.364	-61.79	IMMS_TrainingData_02.wav	3007.1228	3007.1228	Whistle
53	Spectrogram 1	1	3007.794459000	3007.895008000	6181.818	10681.818	0.1005	4500.000	-65.43	IMMS_TrainingData_02.wav	3007.7945	3007.7945	Whistle
54	Spectrogram 1	1	3008.228831000	3008.458083000	5454.545	10500.000	0.2293	5045.455	-61.33	IMMS_TrainingData_02.wav	3008.2288	3008.2288	Whistle
55	Spectrogram 1	1	3008.643094000	3008.840170000	7545.455	10545.455	0.1971	3000.000	-63.51	IMMS_TrainingData_02.wav	3008.6431	3008.6431	Whistle
56	Spectrogram 1	1	3009.105620000	3009.278564000	6681.818	10772.727	0.1729	4090.909	-65.88	IMMS_TrainingData_02.wav	3009.1056	3009.1056	Whistle
57	Spectrogram 1	1	3009.576186475	3009.700870000	7181.818	11181.818	0.1247	4000.000	-67.56	IMMS_TrainingData_02.wav	3009.5762	3009.5762	Whistle
58	Spectrogram 1	1	3011.623367413	3011.744029000	9818.182	11500.000	0.1207	1681.818	-68.31	IMMS_TrainingData_02.wav	3011.6234	3011.6234	Whistle
59	Spectrogram 1	1	3013.035080000	3013.570001000	9136.364	10727.273	0.5349	1590.909	-68.31	IMMS_TrainingData_02.wav	3013.0351	3013.0351	Whistle
60	Spectrogram 1	1	3013.823385000	3013.972197000	5454.545	7272.727	0.1488	1818.182	-60.30	IMMS_TrainingData_02.wav	3013.8234	3013.8234	Whistle
61	Spectrogram 1	1	3015.102371000	3015.661424000	4681.818	15272.727	0.5591	10590.909	-62.70	IMMS_TrainingData_02.wav	3015.1024	3015.1024	Whistle
62	Spectrogram 1	1	3034.894461000	3035.051318000	6318.182	10863.636	0.1569	4545.454	-59.21	IMMS_TrainingData_02.wav	3034.8945	3034.8945	Whistle
63	Spectrogram 1	1	3035.469602000	3035.594283000	6772.727	10454.545	0.1247	3681.818	-60.64	IMMS_TrainingData_02.wav	3035.4696	3035.4696	Whistle
64	Spectrogram 1	1	3036.000502000	3036.306171000	4909.091	16136.364	0.3057	11227.273	-48.91	IMMS_TrainingData_02.wav	3036.0005	3036.0005	Whistle
65	Spectrogram 1	1	3036.471071000	3036.736521000	2681.818	16363.636	0.2654	13681.818	-42.59	IMMS_TrainingData_02.wav	3036.4711	3036.4711	Whistle
66	Spectrogram 1	1	3039.865610000	3040.014423000	6000.000	11136.364	0.1488	5136.364	-61.09	IMMS_TrainingData_02.wav	3039.8656	3039.8656	Whistle
67	Spectrogram 1	1	3040.074753000	3041.011867437	3545.455	15000.000	0.9371	11454.545	-54.40	IMMS_TrainingData_02.wav	3040.0748	3040.0748	Bout
72	Spectrogram 1	1	3041.840396000	3042.113890000	3954.545	17818.182	0.2735	13863.637	-51.27	IMMS_TrainingData_02.wav	3041.8404	3041.8404	Whistle
73	Spectrogram 1	1	3042.226505000	3042.520108000	3363.636	18545.455	0.2936	15181.819	-51.29	IMMS_TrainingData_02.wav	3042.2265	3042.2265	Whistle
74	Spectrogram 1	1	3042.612613000	3042.918283000	4409.091	18000.000	0.3057	13590.909	-56.47	IMMS_TrainingData_02.wav	3042.6126	3042.6126	Whistle
75	Spectrogram 1	1	3043.199820000	3043.465270000	4318.182	18227.273	0.2655	13909.091	-55.58	IMMS_TrainingData_02.wav	3043.1998	3043.1998	Whistle
76	Spectrogram 1	1	3043.585929000	3043.726697000	4681.818	13227.273	0.1408	8545.455	-49.38	IMMS_TrainingData_02.wav	3043.5859	3043.5859	Whistle
77	Spectrogram 1	1	3043.799093000	3043.927796000	5227.273	13227.273	0.1287	8000.000	-58.33	IMMS_TrainingData_02.wav	3043.7991	3043.7991	Whistle
78	Spectrogram 1	1	3044.177157000	3044.301838000	4500.000	12227.273	0.1247	7727.273	-49.31	IMMS_TrainingData_02.wav	3044.1772	3044.1772	Whistle
79	Spectrogram 1	1	3044.382278000	3044.478805000	4863.636	12272.727	0.0965	7409.091	-56.50	IMMS_TrainingData_02.wav	3044.3823	3044.3823	Whistle
80	Spectrogram 1	1	3044.563266000	3044.700013000	4863.636	12363.636	0.1367	7500.000	-49.60	IMMS_TrainingData_02.wav	3044.5633	3044.5633	Whistle
81	Spectrogram 1	1	3044.937309000	3045.061990000	4818.182	12363.636	0.1247	7545.454	-54.71	IMMS_TrainingData_02.wav	3044.9373	3044.9373	Whistle
82	Spectrogram 1	1	3045.142429000	3045.214824000	4636.364	8954.545	0.0724	4318.181	-52.24	IMMS_TrainingData_02.wav	3045.1424	3045.1424	Whistle
83	Spectrogram 1	1	3046.554139000	3046.634579000	5181.818	10090.909	0.0804	4909.091	-59.01	IMMS_TrainingData_02.wav	3046.5541	3046.5541	Whistle
84	Spectrogram 1	1	3046.956336000	3047.044819000	5090.909	9909.091	0.0885	4818.182	-59.95	IMMS_TrainingData_02.wav	3046.9563	3046.9563	Whistle
85	Spectrogram 1	1	3047.575718000	3047.672245000	4363.636	9772.727	0.0965	5409.091	-53.91	IMMS_TrainingData_02.wav	3047.5757	3047.5757	Whistle
86	Spectrogram 1	1	3047.981937000	3048.126727000	4590.909	10454.545	0.1448	5863.636	-61.20	IMMS_TrainingData_02.wav	3047.9819	3047.9819	Whistle
87	Spectrogram 1	1	3048.199123000	3048.279562000	5772.727	9727.273	0.0804	3954.546	-66.06	IMMS_TrainingData_02.wav	3048.1991	3048.1991	Whistle
88	Spectrogram 1	1	3048.444463000	3048.589253000	3545.455	10227.273	0.1448	6681.818	-50.37	IMMS_TrainingData_02.wav	3048.4445	3048.4445	Whistle
90	Spectrogram 1	1	3051.215597000	3051.340278000	7181.818	11772.727	0.1247	4590.909	-70.15	IMMS_TrainingData_02.wav	3051.2156	3051.2156	Whistle
91	Spectrogram 1	1	3051.392564000	3051.557464000	8909.091	11045.455	0.1649	2136.364	-69.13	IMMS_TrainingData_02.wav	3051.3926	3051.3926	Whistle
93	Spectrogram 1	1	3051.666054255	3051.907375000	9318.182	10681.818	0.2413	1363.636	-67.70	IMMS_TrainingData_02.wav	3051.6661	3051.6661	Whistle
94	Spectrogram 1	1	3052.112495000	3052.261308000	8454.545	9954.545	0.1488	1500.000	-68.83	IMMS_TrainingData_02.wav	3052.1125	3052.1125	Whistle
95	Spectrogram 1	1	3052.377945000	3052.607197000	5454.545	10636.364	0.2293	5181.819	-69.91	IMMS_TrainingData_02.wav	3052.3779	3052.3779	Whistle
96	Spectrogram 1	1	3053.761497683	3053.974661794	5636.364	7181.818	0.2132	1545.455	-55.96	IMMS_TrainingData_02.wav	3053.7615	3053.7615	Whistle
97	Spectrogram 1	1	3054.489477000	3055.748352000	4409.091	15681.818	1.2589	11272.727	-61.08	IMMS_TrainingData_02.wav	3054.4895	3054.4895	Whistle
98	Spectrogram 1	1	3055.937384000	3056.146527000	5409.091	7227.273	0.2091	1818.182	-55.64	IMMS_TrainingData_02.wav	3055.9374	3055.9374	Whistle
99	Spectrogram 1	1	3056.753843000	3056.922766000	5000.000	13181.818	0.1689	8181.818	-61.18	IMMS_TrainingData_02.wav	3056.7538	3056.7538	Whistle
100	Spectrogram 1	1	3057.574320972	3057.703023831	4909.091	11909.091	0.1287	7000.000	-56.05	IMMS_TrainingData_02.wav	3057.5743	3057.5743	Whistle
101	Spectrogram 1	1	3058.233926000	3058.390783000	5000.000	12272.727	0.1569	7272.727	-62.02	IMMS_TrainingData_02.wav	3058.2339	3058.2339	Whistle
102	Spectrogram 1	1	3058.861352000	3059.130824000	5318.182	7409.091	0.2695	2090.909	-48.60	IMMS_TrainingData_02.wav	3058.8614	3058.8614	Whistle
103	Spectrogram 1	1	3059.722054000	3059.826625000	6272.727	11909.091	0.1046	5636.364	-66.57	IMMS_TrainingData_02.wav	3059.7221	3059.7221	Whistle
104	Spectrogram 1	1	3059.894998000	3060.075987000	3363.636	4818.182	0.1810	1454.546	-44.37	IMMS_TrainingData_02.wav	3059.8950	3059.8950	Whistle
106	Spectrogram 1	1	3060.088049775	3062.292089000	3045.455	14909.091	2.2040	11863.636	-45.48	IMMS_TrainingData_02.wav	3060.0880	3060.0880	Bout
107	Spectrogram 1	1	3062.778747000	3063.583140000	8818.182	15181.818	0.8044	6363.636	-62.22	IMMS_TrainingData_02.wav	3062.7787	3062.7787	Whistle
108	Spectrogram 1	1	3063.671620014	3064.291007000	5636.364	14545.455	0.6194	8909.091	-58.03	IMMS_TrainingData_02.wav	3063.6716	3063.6716	Whistle
109	Spectrogram 1	1	3064.882235000	3065.493574000	5318.182	14954.545	0.6113	9636.363	-63.16	IMMS_TrainingData_02.wav	3064.8822	3064.8822	Whistle
110	Spectrogram 1	1	3065.582057000	3065.887726000	5954.545	14727.273	0.3057	8772.728	-68.99	IMMS_TrainingData_02.wav	3065.5821	3065.5821	Whistle
112	Spectrogram 1	1	3066.153176000	3067.745874000	4454.545	18090.909	1.5927	13636.364	-52.88	IMMS_TrainingData_02.wav	3066.1532	3066.1532	Whistle
113	Spectrogram 1	1	3070.396349000	3072.129816000	4454.545	18681.818	1.7335	14227.273	-47.43	IMMS_TrainingData_02.wav	3070.3963	3070.3963	Whistle
114	Spectrogram 1	1	3081.722204000	3082.023852000	6045.455	7636.364	0.3016	1590.909	-65.95	IMMS_TrainingData_02.wav	3081.7222	3081.7222	Whistle
117	Spectrogram 1	1	3087.324798000	3087.871786000	3045.455	13454.545	0.5470	10409.090	-54.20	IMMS_TrainingData_02.wav	3087.3248	3087.3248	Whistle
118	Spectrogram 1	1	3093.229043000	3093.691569000	5318.182	19545.455	0.4625	14227.273	-48.79	IMMS_TrainingData_02.wav	3093.2290	3093.2290	Whistle
119	Spectrogram 1	1	3093.739833000	3094.387369000	3454.545	18181.818	0.6475	14727.273	-39.98	IMMS_TrainingData_02.wav	3093.7398	3093.7398	Whistle
120	Spectrogram 1	1	3096.800549000	3097.053932000	10227.273	15636.364	0.2534	5409.091	-65.18	IMMS_TrainingData_02.wav	3096.8005	3096.8005	Whistle
121	Spectrogram 1	1	3097.198723000	3097.773864000	2636.364	15045.455	0.5751	12409.091	-34.27	IMMS_TrainingData_02.wav	3097.1987	3097.1987	Whistle
122	Spectrogram 1	1	3100.504779000	3100.975349000	2409.091	3727.273	0.4706	1318.182	-34.14	IMMS_TrainingData_02.wav	3100.5048	3100.5048	Whistle
123	Spectrogram 1	1	3109.586377000	3109.674860000	4863.636	14863.636	0.0885	10000.000	-63.36	IMMS_TrainingData_02.wav	3109.5864	3109.5864	Whistle
124	Spectrogram 1	1	3111.070481000	3111.653666000	4181.818	21681.818	0.5832	17500.000	-60.68	IMMS_TrainingData_02.wav	3111.0705	3111.0705	Whistle
125	Spectrogram 1	1	3112.506324000	3113.395178000	3727.273	18363.636	0.8889	14636.363	-44.96	IMMS_TrainingData_02.wav	3112.5063	3112.5063	Whistle
126	Spectrogram 1	1	3115.188974000	3116.194465000	3409.091	17272.727	1.0055	13863.636	-49.66	IMMS_TrainingData_02.wav	3115.1890	3115.1890	Whistle
127	Spectrogram 1	1	3116.922441000	3117.131583000	6227.273	18000.000	0.2091	11772.727	-52.94	IMMS_TrainingData_02.wav	3116.9224	3116.9224	Whistle
128	Spectrogram 1	1	3120.912230000	3121.551722312	3454.545	8681.818	0.6395	5227.273	-41.56	IMMS_TrainingData_02.wav	3120.9122	3120.9122	Whistle
130	Spectrogram 1	1	3121.889569000	3121.982074000	4409.091	6454.545	0.0925	2045.454	-41.30	IMMS_TrainingData_02.wav	3121.8896	3121.8896	Whistle
131	Spectrogram 1	1	3122.034359000	3122.106755000	5090.909	7090.909	0.0724	2000.000	-52.32	IMMS_TrainingData_02.wav	3122.0344	3122.0344	Whistle
132	Spectrogram 1	1	3130.484509000	3130.922903000	2909.091	7500.000	0.4384	4590.909	-51.43	IMMS_TrainingData_02.wav	3130.4845	3130.4845	Whistle
133	Spectrogram 1	1	3138.588768000	3138.882371000	4454.545	7409.091	0.2936	2954.546	-59.38	IMMS_TrainingData_02.wav	3138.5888	3138.5888	Whistle
134	Spectrogram 1	1	3140.539422000	3141.412188000	3454.545	15227.273	0.8728	11772.728	-45.24	IMMS_TrainingData_02.wav	3140.5394	3140.5394	Whistle
135	Spectrogram 1	1	3141.488605000	3141.633396000	10227.273	11272.727	0.1448	1045.454	-66.70	IMMS_TrainingData_02.wav	3141.4886	3141.4886	Whistle
136	Spectrogram 1	1	3143.893741000	3144.199410000	4227.273	15772.727	0.3057	11545.454	-62.11	IMMS_TrainingData_02.wav	3143.8937	3143.8937	Whistle
137	Spectrogram 1	1	3145.631230000	3146.564325000	3954.545	11727.273	0.9331	7772.728	-54.54	IMMS_TrainingData_02.wav	3145.6312	3145.6312	Whistle
138	Spectrogram 1	1	3153.067844000	3153.192525000	3545.455	5863.636	0.1247	2318.181	-46.87	IMMS_TrainingData_02.wav	3153.0678	3153.0678	Whistle
139	Spectrogram 1	1	3153.675161000	3154.294543000	2909.091	7045.455	0.6194	4136.364	-48.53	IMMS_TrainingData_02.wav	3153.6752	3153.6752	Whistle
140	Spectrogram 1	1	3154.395092000	3154.515751000	4863.636	7409.091	0.1207	2545.455	-54.24	IMMS_TrainingData_02.wav	3154.3951	3154.3951	Whistle
141	Spectrogram 1	1	3155.432759000	3156.040076000	3181.818	10227.273	0.6073	7045.455	-46.68	IMMS_TrainingData_02.wav	3155.4328	3155.4328	Whistle
142	Spectrogram 1	1	3156.080295000	3156.494558000	6000.000	13636.364	0.4143	7636.364	-50.97	IMMS_TrainingData_02.wav	3156.0803	3156.0803	Whistle
143	Spectrogram 1	1	3158.127476000	3158.654352129	3590.909	10500.000	0.5269	6909.091	-43.16	IMMS_TrainingData_02.wav	3158.1275	3158.1275	Whistle
144	Spectrogram 1	1	3160.834258000	3161.517992000	3409.091	5636.364	0.6837	2227.273	-36.28	IMMS_TrainingData_02.wav	3160.8343	3160.8343	Whistle
145	Spectrogram 1	1	3202.912055340	3203.056846057	8181.818	10000.000	0.1448	1818.182	-61.38	IMMS_TrainingData_02.wav	3202.9121	3202.9121	Whistle
147	Spectrogram 1	1	3206.077346000	3206.318664000	6363.636	20181.818	0.2413	13818.182	-62.05	IMMS_TrainingData_02.wav	3206.0773	3206.0773	Whistle
148	Spectrogram 1	1	3207.014465000	3207.541341094	3954.545	17090.909	0.5269	13136.364	-56.34	IMMS_TrainingData_02.wav	3207.0145	3207.0145	Whistle
150	Spectrogram 1	1	3207.621781000	3207.883209000	4590.909	15636.364	0.2614	11045.455	-56.37	IMMS_TrainingData_02.wav	3207.6218	3207.6218	Whistle
151	Spectrogram 1	1	3210.533685000	3210.622168000	3636.364	9363.636	0.0885	5727.272	-60.79	IMMS_TrainingData_02.wav	3210.5337	3210.5337	Whistle
152	Spectrogram 1	1	3211.273726000	3211.386341000	5318.182	16954.545	0.1126	11636.363	-63.11	IMMS_TrainingData_02.wav	3211.2737	3211.2737	Whistle
153	Spectrogram 1	1	3211.478846000	3211.716142000	8681.818	16409.091	0.2373	7727.273	-62.73	IMMS_TrainingData_02.wav	3211.4788	3211.4788	Whistle
154	Spectrogram 1	1	3213.843761000	3214.386727000	3272.727	7318.182	0.5430	4045.455	-49.74	IMMS_TrainingData_02.wav	3213.8438	3213.8438	Whistle
155	Spectrogram 1	1	3215.460592000	3215.814525000	3818.182	10636.364	0.3539	6818.182	-49.39	IMMS_TrainingData_02.wav	3215.4606	3215.4606	Whistle
156	Spectrogram 1	1	3223.098304000	3223.347665000	2727.273	12818.182	0.2494	10090.909	-52.13	IMMS_TrainingData_02.wav	3223.0983	3223.0983	Whistle
157	Spectrogram 1	1	3224.739266000	3225.233968000	2636.364	16272.727	0.4947	13636.363	-45.42	IMMS_TrainingData_02.wav	3224.7393	3224.7393	Whistle
158	Spectrogram 1	1	3225.254077000	3225.571813000	4363.636	18409.091	0.3177	14045.455	-45.63	IMMS_TrainingData_02.wav	3225.2541	3225.2541	Whistle
159	Spectrogram 1	1	3259.907331000	3260.261264000	2590.909	15454.545	0.3539	12863.636	-42.80	IMMS_TrainingData_02.wav	3259.9073	3259.9073	Whistle
160	Spectrogram 1	1	3260.462362000	3260.570955000	3909.091	14772.727	0.1086	10863.636	-41.87	IMMS_TrainingData_02.wav	3260.4624	3260.4624	Whistle
161	Spectrogram 1	1	3260.623241000	3260.864559000	4681.818	17545.455	0.2413	12863.637	-50.57	IMMS_TrainingData_02.wav	3260.6232	3260.6232	Whistle
162	Spectrogram 1	1	3266.853265000	3267.243395000	11363.636	17000.000	0.3901	5636.364	-61.21	IMMS_TrainingData_02.wav	3266.8533	3266.8533	Whistle
163	Spectrogram 1	1	3267.291659000	3269.000994000	4636.364	19500.000	1.7093	14863.636	-54.45	IMMS_TrainingData_02.wav	3267.2917	3267.2917	Whistle
164	Spectrogram 1	1	3309.526316000	3310.616268000	5045.455	16045.455	1.0900	11000.000	-50.01	IMMS_TrainingData_02.wav	3309.5263	3309.5263	Whistle
165	Spectrogram 1	1	3310.704752000	3311.545342000	2636.364	10136.364	0.8406	7500.000	-48.55	IMMS_TrainingData_02.wav	3310.7048	3310.7048	Whistle
166	Spectrogram 1	1	3319.360021000	3319.907008000	3681.818	17454.545	0.5470	13772.727	-60.08	IMMS_TrainingData_02.wav	3319.3600	3319.3600	Whistle
167	Spectrogram 1	1	3320.956741000	3321.258388000	6272.727	17500.000	0.3016	11227.273	-68.36	IMMS_TrainingData_02.wav	3320.9567	3320.9567	Whistle
168	Spectrogram 1	1	3356.611463000	3357.536515000	4545.455	19681.818	0.9251	15136.363	-62.85	IMMS_TrainingData_02.wav	3356.6115	3356.6115	Whistle
169	Spectrogram 1	1	3357.604889000	3357.693372000	4727.273	12363.636	0.0885	7636.363	-55.02	IMMS_TrainingData_02.wav	3357.6049	3357.6049	Whistle
170	Spectrogram 1	1	3357.749679000	3357.810009000	5318.182	8454.545	0.0603	3136.363	-52.77	IMMS_TrainingData_02.wav	3357.7497	3357.7497	Whistle
171	Spectrogram 1	1	3357.898492000	3358.039261000	4681.818	9727.273	0.1408	5045.455	-55.20	IMMS_TrainingData_02.wav	3357.8985	3357.8985	Whistle
172	Spectrogram 1	1	3358.099590000	3358.180030000	5909.091	7818.182	0.0804	1909.091	-51.75	IMMS_TrainingData_02.wav	3358.0996	3358.0996	Whistle
173	Spectrogram 1	1	3358.248401000	3358.449499000	2818.182	10272.727	0.2011	7454.545	-48.92	IMMS_TrainingData_02.wav	3358.2484	3358.2484	Whistle
174	Spectrogram 1	1	3358.727014000	3358.964310000	7954.545	10363.636	0.2373	2409.091	-55.19	IMMS_TrainingData_02.wav	3358.7270	3358.7270	Whistle
176	Spectrogram 1	1	3360.247317000	3360.396130000	3454.545	9181.818	0.1488	5727.273	-44.63	IMMS_TrainingData_02.wav	3360.2473	3360.2473	Whistle
177	Spectrogram 1	1	3360.826480000	3360.995406657	4454.545	16909.091	0.1689	12454.546	-62.82	IMMS_TrainingData_02.wav	3360.8265	3360.8265	Whistle
178	Spectrogram 1	1	3361.240746482	3361.449884000	4045.455	15409.091	0.2091	11363.636	-41.60	IMMS_TrainingData_02.wav	3361.2407	3361.2407	Whistle
179	Spectrogram 1	1	3361.530324000	3362.483529000	3636.364	15227.273	0.9532	11590.909	-46.02	IMMS_TrainingData_02.wav	3361.5303	3361.5303	Whistle
180	Spectrogram 1	1	3362.535815000	3362.700715000	2954.545	14000.000	0.1649	11045.455	-50.61	IMMS_TrainingData_02.wav	3362.5358	3362.5358	Whistle
181	Spectrogram 1	1	3363.247703000	3363.396516000	6500.000	18454.545	0.1488	11954.545	-61.97	IMMS_TrainingData_02.wav	3363.2477	3363.2477	Whistle
182	Spectrogram 1	1	3363.484999000	3364.442227000	2000.000	17909.091	0.9572	15909.091	-43.13	IMMS_TrainingData_02.wav	3363.4850	3363.4850	Bout
183	Spectrogram 1	1	3364.924863000	3366.227983363	3181.818	16863.636	1.3031	13681.818	-56.51	IMMS_TrainingData_02.wav	3364.9249	3364.9249	Bout
