wav_path,offset_s,label,n_clicks,click_count,n_whistles,whistle_subclasses,embedding_idx
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,310.0,click+whistle,1,80,1,[3],62
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,315.0,click_only,1,75,0,[],63
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,320.0,whistle_only,0,0,1,[2],64
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,325.0,click_only,1,200,0,[],65
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,330.0,click_only,2,150,0,[],66
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,335.0,background,0,0,0,[],67
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,340.0,click_only,1,110,0,[],68
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,345.0,click_only,1,75,0,[],69
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,350.0,click_only,4,330,0,[],70
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,355.0,click_only,3,130,0,[],71
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,360.0,click_only,2,35,0,[],72
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,365.0,click_only,2,160,0,[],73
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,370.0,background,0,0,0,[],74
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,375.0,click_only,1,90,0,[],75
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,380.0,click_only,2,170,0,[],76
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,385.0,click_only,2,120,0,[],77
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,390.0,click_only,2,110,0,[],78
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,395.0,click_only,2,130,0,[],79
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,400.0,click_only,1,45,0,[],80
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,405.0,whistle_only,0,0,1,[1],81
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,410.0,background,0,0,0,[],82
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,415.0,background,0,0,0,[],83
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,420.0,background,0,0,0,[],84
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,425.0,click_only,1,10,0,[],85
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,430.0,click_only,6,235,0,[],86
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,435.0,click_only,5,240,0,[],87
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,440.0,click_only,2,70,0,[],88
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,445.0,click_only,6,270,0,[],89
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,450.0,click_only,10,285,0,[],90
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,455.0,click_only,2,25,0,[],91
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,460.0,click+whistle,6,260,1,[1],92
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,465.0,click_only,1,30,0,[],93
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,470.0,whistle_only,0,0,1,[1],94
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,475.0,click_only,1,90,0,[],95
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,480.0,click+whistle,1,65,1,[1],96
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,485.0,click_only,1,90,0,[],97
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,490.0,background,0,0,0,[],98
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,495.0,background,0,0,0,[],99
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,500.0,background,0,0,0,[],100
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,505.0,click_only,1,65,0,[],101
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,510.0,background,0,0,0,[],102
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,515.0,background,0,0,0,[],103
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,520.0,background,0,0,0,[],104
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,525.0,click_only,2,15,0,[],105
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,530.0,background,0,0,0,[],106
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,535.0,whistle_only,0,0,1,[1],107
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,540.0,background,0,0,0,[],108
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,545.0,whistle_only,0,0,1,[1],109
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,550.0,background,0,0,0,[],110
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,555.0,background,0,0,0,[],111
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,560.0,click_only,1,20,0,[],112
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,565.0,background,0,0,0,[],113
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,570.0,background,0,0,0,[],114
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,575.0,background,0,0,0,[],115
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,580.0,click_only,1,10,0,[],116
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,585.0,background,0,0,0,[],117
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,590.0,click_only,3,70,0,[],118
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,595.0,click_only,1,45,0,[],119
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,600.0,background,0,0,0,[],120
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,605.0,background,0,0,0,[],121
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,610.0,background,0,0,0,[],122
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,615.0,click_only,1,60,0,[],123
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,620.0,click_only,4,200,0,[],124
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,625.0,background,0,0,0,[],125
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,630.0,click_only,2,140,0,[],126
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,635.0,click_only,2,220,0,[],127
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,640.0,background,0,0,0,[],128
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,645.0,background,0,0,0,[],129
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,650.0,click_only,4,260,0,[],130
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,655.0,click_only,3,170,0,[],131
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,660.0,background,0,0,0,[],132
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,665.0,background,0,0,0,[],133
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,670.0,background,0,0,0,[],134
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,675.0,background,0,0,0,[],135
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,680.0,background,0,0,0,[],136
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,685.0,click_only,2,155,0,[],137
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,690.0,click_only,6,375,0,[],138
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,695.0,click_only,6,155,0,[],139
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,700.0,click_only,1,10,0,[],140
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,705.0,click_only,1,75,0,[],141
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,710.0,click_only,6,240,0,[],142
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,715.0,background,0,0,0,[],143
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,720.0,background,0,0,0,[],144
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,725.0,background,0,0,0,[],145
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,730.0,background,0,0,0,[],146
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,735.0,click_only,2,155,0,[],147
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,740.0,background,0,0,0,[],148
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,745.0,background,0,0,0,[],149
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,750.0,background,0,0,0,[],150
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,755.0,background,0,0,0,[],151
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,760.0,background,0,0,0,[],152
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,765.0,background,0,0,0,[],153
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,770.0,background,0,0,0,[],154
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,775.0,click_only,1,95,0,[],155
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,780.0,background,0,0,0,[],156
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,785.0,background,0,0,0,[],157
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,790.0,click_only,1,20,0,[],158
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,795.0,background,0,0,0,[],159
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,800.0,whistle_only,0,0,1,[2],160
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,805.0,click_only,1,45,0,[],161
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,810.0,click_only,1,45,0,[],162
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,815.0,background,0,0,0,[],163
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,820.0,click_only,1,35,0,[],164
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,825.0,whistle_only,0,0,3,"[1, 2]",165
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,830.0,click+whistle,1,80,1,[2],166
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,835.0,click_only,2,105,0,[],167
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,840.0,click+whistle,1,5,1,[1],168
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,845.0,background,0,0,0,[],169
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,850.0,click+whistle,2,45,2,"[1, 2]",170
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,855.0,click+whistle,2,120,1,[2],171
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,860.0,click_only,1,105,0,[],172
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,865.0,click_only,1,40,0,[],173
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,870.0,click_only,2,105,0,[],174
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,875.0,click+whistle,1,75,1,[1],175
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,880.0,click_only,2,70,0,[],176
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,885.0,click_only,3,70,0,[],177
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,890.0,click_only,4,135,0,[],178
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,895.0,click_only,4,170,0,[],179
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,900.0,click_only,6,75,0,[],180
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,905.0,click+whistle,5,90,1,[3],181
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,910.0,click+whistle,7,235,2,"[2, 3]",182
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,915.0,click+whistle,2,70,3,"[2, 3]",183
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,920.0,click+whistle,2,50,2,[2],184
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,925.0,click+whistle,8,340,1,[3],185
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,930.0,whistle_only,0,0,3,"[1, 2]",186
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,935.0,whistle_only,0,0,1,[1],187
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,940.0,click+whistle,2,25,1,[3],188
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,945.0,click+whistle,2,80,2,"[1, 3]",189
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,950.0,whistle_only,0,0,4,"[1, 2]",190
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,955.0,click+whistle,1,20,5,"[1, 2, 3]",191
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,960.0,whistle_only,0,0,2,"[1, 2]",192
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,965.0,click+whistle,2,145,1,[2],193
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,970.0,click+whistle,4,155,2,[2],194
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,975.0,click+whistle,1,5,2,[2],195
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,980.0,click+whistle,2,105,1,[2],196
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,985.0,click_only,1,5,0,[],197
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,990.0,click+whistle,6,340,2,"[1, 2]",198
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,995.0,click_only,3,100,0,[],199
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1000.0,click+whistle,3,95,1,[1],200
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1005.0,click+whistle,1,20,1,[1],201
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1010.0,background,0,0,0,[],202
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1015.0,click+whistle,2,140,2,[2],203
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1020.0,click+whistle,5,255,3,"[1, 2]",204
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1025.0,click_only,2,215,0,[],205
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1030.0,click_only,1,100,0,[],206
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1035.0,click+whistle,3,70,3,[1],207
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1040.0,click+whistle,5,160,1,[1],208
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1045.0,click_only,6,205,0,[],209
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1050.0,click+whistle,11,325,1,[2],210
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1055.0,click_only,3,100,0,[],211
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1060.0,click+whistle,4,90,2,"[1, 2]",212
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1065.0,click_only,1,10,0,[],213
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1070.0,click+whistle,5,60,1,[1],214
/data2/mromaniuc/cet-det/datasets/ADRIATIC_SEA/Audio_data/full_recording.wav,1075.0,click_only,5,105,0,[],215
