UniqueID,File,label,file_path,local_path,system_frequency
ECOSS_SSC_TESTING_2024_85,cetacean_Globicephala melas_ligurian sea_44100_16_10_13.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_13.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_13.wav,
ECOSS_SSC_TESTING_2024_86,cetacean_Globicephala melas_ligurian sea_44100_16_10_2.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_2.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_2.wav,
ECOSS_SSC_TESTING_2024_87,cetacean_Globicephala melas_ligurian sea_44100_16_10_6.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_6.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_6.wav,
ECOSS_SSC_TESTING_2024_88,cetacean_Globicephala melas_ligurian sea_44100_16_10_7.wav,Cetaceans_Globicephala_melas,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/cetacean_Globicephala melas_ligurian sea_44100_16_10_7.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Globicephala_melas\cetacean_Globicephala melas_ligurian sea_44100_16_10_7.wav,
ECOSS_SSC_TESTING_2024_89,Cetaceans_Physeter macrocephalus_Ligurian Sea_44100_16_15_4.wav,Cetaceans_Physeter_macrocephalus,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/Cetaceans_Physeter macrocephalus_Ligurian Sea_44100_16_15_4.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Physeter_macrocephalus\Cetaceans_Physeter macrocephalus_Ligurian Sea_44100_16_15_4.wav,
ECOSS_SSC_TESTING_2024_90,cetaceans_Physeter macrocephalus_Ligurian Sea_48000_16_10_3.wav,Cetaceans_Physeter_macrocephalus,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/cetaceans_Physeter macrocephalus_Ligurian Sea_48000_16_10_3.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Physeter_macrocephalus\cetaceans_Physeter macrocephalus_Ligurian Sea_48000_16_10_3.wav,
ECOSS_SSC_TESTING_2024_91,cetaceans_Physeter macrocephalus_Ligurian Sea_48000_16_10_4.wav,Cetaceans_Physeter_macrocephalus,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/cetaceans_Physeter macrocephalus_Ligurian Sea_48000_16_10_4.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Physeter_macrocephalus\cetaceans_Physeter macrocephalus_Ligurian Sea_48000_16_10_4.wav,
ECOSS_SSC_TESTING_2024_92,cetaceans_Physeter macrocephalus_Ligurian Sea_48000_16_10_5.wav,Cetaceans_Physeter_macrocephalus,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/cetaceans_Physeter macrocephalus_Ligurian Sea_48000_16_10_5.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Physeter_macrocephalus\cetaceans_Physeter macrocephalus_Ligurian Sea_48000_16_10_5.wav,
ECOSS_SSC_TESTING_2024_93,cetaceans_Tursiops truncatus_English channel_44100_16_10_6.wav,Cetaceans_Tursiops_truncatus,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/cetaceans_Tursiops truncatus_English channel_44100_16_10_6.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Tursiops_truncatus\cetaceans_Tursiops truncatus_English channel_44100_16_10_6.wav,
ECOSS_SSC_TESTING_2024_94,Cetaceans_Tursiops truncatus_Tyrrhenian Sea_44100_16_15_1.wav,Cetaceans_Tursiops_truncatus,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/Cetaceans_Tursiops truncatus_Tyrrhenian Sea_44100_16_15_1.wav,datasets\ECOSS_ANNOTATED\Cetaceans_Tursiops_truncatus\Cetaceans_Tursiops truncatus_Tyrrhenian Sea_44100_16_15_1.wav,
ECOSS_SSC_TESTING_2024_95,geophonic_Rainfall_27.7.e_96000_16_10_4.wav,Geophonic_Rainfall,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/geophonic_Rainfall_27.7.e_96000_16_10_4.wav,datasets\ECOSS_ANNOTATED\Geophonic_Rainfall\geophonic_Rainfall_27.7.e_96000_16_10_4.wav,
ECOSS_SSC_TESTING_2024_96,geophonic_Rainfall_27.7.e_96000_16_10_7.wav,Geophonic_Rainfall,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/geophonic_Rainfall_27.7.e_96000_16_10_7.wav,datasets\ECOSS_ANNOTATED\Geophonic_Rainfall\geophonic_Rainfall_27.7.e_96000_16_10_7.wav,
ECOSS_SSC_TESTING_2024_97,geophonic_Rainfall_27.7.e_96000_16_10_8.wav,Geophonic_Rainfall,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/geophonic_Rainfall_27.7.e_96000_16_10_8.wav,datasets\ECOSS_ANNOTATED\Geophonic_Rainfall\geophonic_Rainfall_27.7.e_96000_16_10_8.wav,
ECOSS_SSC_TESTING_2024_98,geophonic_Rainfall_27.7.e_96000_16_10_10.wav,Geophonic_Rainfall,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/geophonic_Rainfall_27.7.e_96000_16_10_10.wav,datasets\ECOSS_ANNOTATED\Geophonic_Rainfall\geophonic_Rainfall_27.7.e_96000_16_10_10.wav,
ECOSS_SSC_TESTING_2024_99,geophonic_Rainfall_27.7.e_96000_16_10_13.wav,Geophonic_Rainfall,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/geophonic_Rainfall_27.7.e_96000_16_10_13.wav,datasets\ECOSS_ANNOTATED\Geophonic_Rainfall\geophonic_Rainfall_27.7.e_96000_16_10_13.wav,
ECOSS_SSC_TESTING_2024_100,geophonic_Rainfall_27.7.e_96000_16_10_15.wav,Geophonic_Rainfall,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/geophonic_Rainfall_27.7.e_96000_16_10_15.wav,datasets\ECOSS_ANNOTATED\Geophonic_Rainfall\geophonic_Rainfall_27.7.e_96000_16_10_15.wav,
ECOSS_SSC_TESTING_2024_101,geophonic_Rainfall_27.7.e_96000_16_10_23.wav,Geophonic_Rainfall,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/geophonic_Rainfall_27.7.e_96000_16_10_23.wav,datasets\ECOSS_ANNOTATED\Geophonic_Rainfall\geophonic_Rainfall_27.7.e_96000_16_10_23.wav,
ECOSS_SSC_TESTING_2024_102,geophonic_Rainfall_27.7.e_96000_16_10_24.wav,Geophonic_Rainfall,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/geophonic_Rainfall_27.7.e_96000_16_10_24.wav,datasets\ECOSS_ANNOTATED\Geophonic_Rainfall\geophonic_Rainfall_27.7.e_96000_16_10_24.wav,
ECOSS_SSC_TESTING_2024_103,geophonic_Rainfall_27.7.e_96000_16_10_29.wav,Geophonic_Rainfall,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/geophonic_Rainfall_27.7.e_96000_16_10_29.wav,datasets\ECOSS_ANNOTATED\Geophonic_Rainfall\geophonic_Rainfall_27.7.e_96000_16_10_29.wav,
ECOSS_SSC_TESTING_2024_104,geophonic_Rainfall_27.7.e_96000_16_10_31.wav,Geophonic_Rainfall,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/jfb-it/samples for training/geophonic_Rainfall_27.7.e_96000_16_10_31.wav,datasets\ECOSS_ANNOTATED\Geophonic_Rainfall\geophonic_Rainfall_27.7.e_96000_16_10_31.wav,
ECOSS_SSC_TESTING_2024_113,Passengership_20160506-2_2.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20160506-2_2.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20160506-2_2.wav,
ECOSS_SSC_TESTING_2024_114,Passengership_20160521a-10_041411.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20160521a-10_041411.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20160521a-10_041411.wav,
ECOSS_SSC_TESTING_2024_115,Passengership_20160528-12_12.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20160528-12_12.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20160528-12_12.wav,
ECOSS_SSC_TESTING_2024_116,Passengership_20160529-13_083740.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20160529-13_083740.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20160529-13_083740.wav,
ECOSS_SSC_TESTING_2024_117,Passengership_20160616b-21_200904.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20160616b-21_200904.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20160616b-21_200904.wav,
ECOSS_SSC_TESTING_2024_118,Passengership_20160806-30_30.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20160806-30_30.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20160806-30_30.wav,
ECOSS_SSC_TESTING_2024_119,Passengership_20160807a-31_31.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20160807a-31_31.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20160807a-31_31.wav,
ECOSS_SSC_TESTING_2024_120,Passengership_20160820a-33_33.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20160820a-33_33.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20160820a-33_33.wav,
ECOSS_SSC_TESTING_2024_121,Passengership_20160827-37_37.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20160827-37_37.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20160827-37_37.wav,
ECOSS_SSC_TESTING_2024_122,Passengership_20160831-38_034757.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20160831-38_034757.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20160831-38_034757.wav,
ECOSS_SSC_TESTING_2024_123,Passengership_20160908a-40_174717.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20160908a-40_174717.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20160908a-40_174717.wav,
ECOSS_SSC_TESTING_2024_124,Passengership_20170202-54_183738.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170202-54_183738.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170202-54_183738.wav,
ECOSS_SSC_TESTING_2024_125,Passengership_20170219-58_153805.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170219-58_153805.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170219-58_153805.wav,
ECOSS_SSC_TESTING_2024_126,Passengership_20170312-59_153853.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170312-59_153853.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170312-59_153853.wav,
ECOSS_SSC_TESTING_2024_127,Passengership_20170330-61_175151.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170330-61_175151.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170330-61_175151.wav,
ECOSS_SSC_TESTING_2024_128,Passengership_20170331-62_044959.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170331-62_044959.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170331-62_044959.wav,
ECOSS_SSC_TESTING_2024_129,Passengership_20170401-63_000636.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170401-63_000636.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170401-63_000636.wav,
ECOSS_SSC_TESTING_2024_130,Passengership_20170401-64_000636.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170401-64_000636.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170401-64_000636.wav,
ECOSS_SSC_TESTING_2024_131,Passengership_20170417-67_025741.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170417-67_025741.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170417-67_025741.wav,
ECOSS_SSC_TESTING_2024_132,Passengership_20170429a-68_102113.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170429a-68_102113.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170429a-68_102113.wav,
ECOSS_SSC_TESTING_2024_133,Passengership_20170509-74_174012.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170509-74_174012.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170509-74_174012.wav,
ECOSS_SSC_TESTING_2024_134,Passengership_20170530a-87_165315.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170530a-87_165315.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170530a-87_165315.wav,
ECOSS_SSC_TESTING_2024_135,Passengership_20170613-92_162550.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170613-92_162550.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170613-92_162550.wav,
ECOSS_SSC_TESTING_2024_136,Passengership_20170615-93_124844.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170615-93_124844.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170615-93_124844.wav,
ECOSS_SSC_TESTING_2024_137,Passengership_20170617a-96_073155.wav,Ship_Passengership,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Passengership_20170617a-96_073155.wav,datasets\ECOSS_ANNOTATED\Ship_Passengership\Passengership_20170617a-96_073155.wav,
ECOSS_SSC_TESTING_2024_138,Tanker_20160531-7_142749.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160531-7_142749.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160531-7_142749.wav,
ECOSS_SSC_TESTING_2024_139,Tanker_20160601-8_8.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160601-8_8.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160601-8_8.wav,
ECOSS_SSC_TESTING_2024_140,Tanker_20160602a-10_10.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160602a-10_10.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160602a-10_10.wav,
ECOSS_SSC_TESTING_2024_141,Tanker_20160615-14_14.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160615-14_14.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160615-14_14.wav,
ECOSS_SSC_TESTING_2024_142,Tanker_20160617-16_225229.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160617-16_225229.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160617-16_225229.wav,
ECOSS_SSC_TESTING_2024_143,Tanker_20160619-17_173821.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160619-17_173821.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160619-17_173821.wav,
ECOSS_SSC_TESTING_2024_144,Tanker_20160710-23_104049.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160710-23_104049.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160710-23_104049.wav,
ECOSS_SSC_TESTING_2024_145,Tanker_20160710a-24_24.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160710a-24_24.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160710a-24_24.wav,
ECOSS_SSC_TESTING_2024_146,Tanker_20160810-29_29.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160810-29_29.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160810-29_29.wav,
ECOSS_SSC_TESTING_2024_147,Tanker_20160823-31_041452.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160823-31_041452.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160823-31_041452.wav,
ECOSS_SSC_TESTING_2024_148,Tanker_20160831-33_33.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160831-33_33.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160831-33_33.wav,
ECOSS_SSC_TESTING_2024_149,Tanker_20160906-35_35.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160906-35_35.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160906-35_35.wav,
ECOSS_SSC_TESTING_2024_150,Tanker_20160910-37_190037.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160910-37_190037.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160910-37_190037.wav,
ECOSS_SSC_TESTING_2024_151,Tanker_20160927-39_39.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20160927-39_39.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20160927-39_39.wav,
ECOSS_SSC_TESTING_2024_152,Tanker_20161024-45_061514.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20161024-45_061514.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20161024-45_061514.wav,
ECOSS_SSC_TESTING_2024_153,Tanker_20161027-46_145435.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20161027-46_145435.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20161027-46_145435.wav,
ECOSS_SSC_TESTING_2024_154,Tanker_20161101-48_48.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20161101-48_48.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20161101-48_48.wav,
ECOSS_SSC_TESTING_2024_155,Tanker_20161101a-49_49.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20161101a-49_49.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20161101a-49_49.wav,
ECOSS_SSC_TESTING_2024_156,Tanker_20161110-52_005212.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20161110-52_005212.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20161110-52_005212.wav,
ECOSS_SSC_TESTING_2024_157,Tanker_20161124-56_095256.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20161124-56_095256.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20161124-56_095256.wav,
ECOSS_SSC_TESTING_2024_158,Tanker_20161208-61_135535.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20161208-61_135535.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20161208-61_135535.wav,
ECOSS_SSC_TESTING_2024_159,Tanker_20161218-65_134000.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20161218-65_134000.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20161218-65_134000.wav,
ECOSS_SSC_TESTING_2024_160,Tanker_20161226-66_123224.wav,Ship_Tanker,https://ssc.s4oceandata.eu/erddap/files/ecoss_db_testing_sounds_data/deepship/samples for training/Tanker_20161226-66_123224.wav,datasets\ECOSS_ANNOTATED\Ship_Tanker\Tanker_20161226-66_123224.wav,
