wav_path,offset_s,label,n_echolocation,n_burst_pulse,n_feeding_buzz,n_whistles,n_noise,label_raw,embedding_idx
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,130.0,echolocation,2,0,0,0,0,echolocation,26
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,135.0,echolocation,3,0,0,0,0,echolocation,27
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,140.0,echolocation,1,0,0,0,0,echolocation,28
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,145.0,background,0,0,0,0,0,background,29
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,150.0,background,0,0,0,0,0,background,30
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,155.0,background,0,0,0,0,0,background,31
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,160.0,background,0,0,0,0,0,background,32
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,165.0,background,0,0,0,0,0,background,33
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,170.0,background,0,0,0,0,0,background,34
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,175.0,background,0,0,0,0,0,background,35
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,180.0,background,0,0,0,0,0,background,36
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,185.0,background,0,0,0,0,0,background,37
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,190.0,feeding_buzz,1,1,1,0,0,burst_pulse+echolocation+feeding_buzz,38
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,195.0,background,0,0,0,0,0,background,39
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,200.0,echolocation,1,0,0,1,0,echolocation+whistle,40
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,205.0,echolocation,3,0,0,0,0,echolocation,41
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,210.0,echolocation,2,0,0,0,1,echolocation,42
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,215.0,echolocation,1,0,0,0,1,echolocation,43
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,220.0,burst_pulse,1,1,0,1,1,burst_pulse+echolocation+whistle,44
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,225.0,echolocation,2,0,0,0,0,echolocation,45
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,230.0,background,0,0,0,0,0,background,46
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,235.0,background,0,0,0,0,0,background,47
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,240.0,background,0,0,0,0,0,background,48
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,245.0,feeding_buzz,0,1,1,1,0,burst_pulse+feeding_buzz+whistle,49
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,250.0,burst_pulse,1,1,0,0,0,burst_pulse+echolocation,50
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,255.0,background,0,0,0,0,0,background,51
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,260.0,background,0,0,0,0,0,background,52
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,265.0,echolocation,1,0,0,1,0,echolocation+whistle,53
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,270.0,burst_pulse,0,2,0,2,0,burst_pulse+whistle,54
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,275.0,burst_pulse,1,2,0,0,0,burst_pulse+echolocation,55
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,280.0,burst_pulse,0,2,0,2,0,burst_pulse+whistle,56
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,285.0,burst_pulse,0,1,0,0,0,burst_pulse,57
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,290.0,burst_pulse,1,1,0,1,0,burst_pulse+echolocation+whistle,58
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102109_192.wav,295.0,echolocation,1,0,0,0,0,echolocation,59
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,0.0,background,0,0,0,0,0,background,60
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,5.0,background,0,0,0,0,0,background,61
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,10.0,background,0,0,0,0,0,background,62
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,15.0,background,0,0,0,0,0,background,63
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,20.0,background,0,0,0,0,0,background,64
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,25.0,background,0,0,0,0,0,background,65
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,30.0,background,0,0,0,0,0,background,66
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,35.0,background,0,0,0,0,0,background,67
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,40.0,background,0,0,0,0,0,background,68
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,45.0,whistle,0,0,0,1,0,whistle,69
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,50.0,background,0,0,0,0,0,background,70
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,55.0,background,0,0,0,0,0,background,71
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,60.0,background,0,0,0,0,0,background,72
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,65.0,background,0,0,0,0,0,background,73
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,70.0,background,0,0,0,0,0,background,74
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,75.0,background,0,0,0,0,0,background,75
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,80.0,background,0,0,0,0,0,background,76
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,85.0,echolocation,1,0,0,0,0,echolocation,77
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,90.0,background,0,0,0,0,0,background,78
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,95.0,background,0,0,0,0,0,background,79
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,100.0,background,0,0,0,0,0,background,80
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,105.0,background,0,0,0,0,0,background,81
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,110.0,whistle,0,0,0,1,0,whistle,82
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,115.0,background,0,0,0,0,0,background,83
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,120.0,background,0,0,0,0,0,background,84
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,125.0,background,0,0,0,0,0,background,85
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,130.0,background,0,0,0,0,0,background,86
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,135.0,background,0,0,0,0,1,background,87
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,140.0,background,0,0,0,0,1,background,88
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,145.0,background,0,0,0,0,1,background,89
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,150.0,background,0,0,0,0,0,background,90
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,155.0,background,0,0,0,0,0,background,91
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,160.0,background,0,0,0,0,0,background,92
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,165.0,whistle,0,0,0,1,0,whistle,93
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,170.0,background,0,0,0,0,0,background,94
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,175.0,whistle,0,0,0,1,0,whistle,95
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,180.0,feeding_buzz,0,0,1,1,0,feeding_buzz+whistle,96
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,185.0,feeding_buzz,0,0,2,0,0,feeding_buzz,97
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,190.0,feeding_buzz,0,0,1,1,0,feeding_buzz+whistle,98
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,195.0,background,0,0,0,0,0,background,99
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,200.0,whistle,0,0,0,1,0,whistle,100
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,205.0,feeding_buzz,0,0,2,1,0,feeding_buzz+whistle,101
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,210.0,background,0,0,0,0,0,background,102
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,215.0,whistle,0,0,0,1,0,whistle,103
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,220.0,background,0,0,0,0,0,background,104
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,225.0,background,0,0,0,0,0,background,105
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,230.0,background,0,0,0,0,0,background,106
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,235.0,background,0,0,0,0,0,background,107
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,240.0,background,0,0,0,0,0,background,108
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,245.0,background,0,0,0,0,0,background,109
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,250.0,background,0,0,0,0,0,background,110
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,255.0,background,0,0,0,0,0,background,111
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,260.0,background,0,0,0,0,0,background,112
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,265.0,background,0,0,0,0,0,background,113
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,270.0,background,0,0,0,0,0,background,114
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,275.0,whistle,0,0,0,3,0,whistle,115
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,280.0,whistle,0,0,0,1,0,whistle,116
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,285.0,background,0,0,0,0,0,background,117
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,290.0,background,0,0,0,0,0,background,118
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_102609_192.wav,295.0,background,0,0,0,0,0,background,119
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,0.0,background,0,0,0,0,0,background,120
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,5.0,background,0,0,0,0,0,background,121
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,10.0,background,0,0,0,0,0,background,122
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,15.0,background,0,0,0,0,0,background,123
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,20.0,background,0,0,0,0,0,background,124
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,25.0,background,0,0,0,0,0,background,125
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,30.0,background,0,0,0,0,0,background,126
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,35.0,background,0,0,0,0,0,background,127
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,40.0,background,0,0,0,0,0,background,128
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,45.0,background,0,0,0,0,0,background,129
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,50.0,background,0,0,0,0,0,background,130
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,55.0,background,0,0,0,0,0,background,131
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,60.0,background,0,0,0,0,0,background,132
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,65.0,background,0,0,0,0,0,background,133
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,70.0,background,0,0,0,0,0,background,134
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,75.0,background,0,0,0,0,0,background,135
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,80.0,background,0,0,0,0,0,background,136
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,85.0,background,0,0,0,0,0,background,137
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,90.0,background,0,0,0,0,0,background,138
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,95.0,whistle,0,0,0,1,0,whistle,139
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,100.0,whistle,0,0,0,2,0,whistle,140
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,105.0,background,0,0,0,0,1,background,141
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,110.0,background,0,0,0,0,0,background,142
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,115.0,background,0,0,0,0,0,background,143
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,120.0,background,0,0,0,0,0,background,144
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,125.0,background,0,0,0,0,0,background,145
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,130.0,background,0,0,0,0,0,background,146
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,135.0,background,0,0,0,0,0,background,147
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,140.0,whistle,0,0,0,1,0,whistle,148
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,145.0,background,0,0,0,0,0,background,149
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,150.0,background,0,0,0,0,0,background,150
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,155.0,background,0,0,0,0,0,background,151
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,160.0,background,0,0,0,0,0,background,152
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,165.0,whistle,0,0,0,1,0,whistle,153
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,170.0,background,0,0,0,0,0,background,154
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,175.0,background,0,0,0,0,0,background,155
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,180.0,background,0,0,0,0,0,background,156
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,185.0,whistle,0,0,0,1,0,whistle,157
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,190.0,background,0,0,0,0,0,background,158
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,195.0,background,0,0,0,0,0,background,159
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,200.0,background,0,0,0,0,0,background,160
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,205.0,whistle,0,0,0,1,0,whistle,161
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,210.0,background,0,0,0,0,0,background,162
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,215.0,whistle,0,0,0,1,0,whistle,163
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,220.0,background,0,0,0,0,0,background,164
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,225.0,background,0,0,0,0,0,background,165
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,230.0,background,0,0,0,0,0,background,166
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,235.0,whistle,0,0,0,1,0,whistle,167
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,240.0,whistle,0,0,0,2,0,whistle,168
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,245.0,whistle,0,0,0,2,0,whistle,169
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,250.0,background,0,0,0,0,0,background,170
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,255.0,background,0,0,0,0,0,background,171
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,260.0,background,0,0,0,0,0,background,172
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,265.0,background,0,0,0,0,0,background,173
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,270.0,background,0,0,0,0,0,background,174
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,275.0,background,0,0,0,0,0,background,175
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,280.0,background,0,0,0,0,0,background,176
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,285.0,background,0,0,0,0,0,background,177
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,290.0,background,0,0,0,0,0,background,178
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103110_192.wav,295.0,whistle,0,0,0,2,0,whistle,179
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103610_192.wav,0.0,whistle,0,0,0,1,0,whistle,180
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103610_192.wav,5.0,background,0,0,0,0,0,background,181
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103610_192.wav,10.0,background,0,0,0,0,0,background,182
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103610_192.wav,15.0,background,0,0,0,0,0,background,183
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103610_192.wav,20.0,background,0,0,0,0,0,background,184
/data2/mromaniuc/cet-det/datasets/OLTREMARE/RAW_RECORDINGS/20211120_103610_192.wav,25.0,background,0,0,0,0,0,background,185
