Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Delta Time (s)	Begin Date Time	End Date Time	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	signalType	species	quality	deploymentType	deploymentID	selectionID
12	Spectrogram 1	1	B_D20_20240618_092000.WAV	B_D20_20240618_092000.WAV	175.716599941254	177.156800031662	1.44020009040833	2024-06-18 09:20:10.7166	2024-06-18 09:20:12.1568	1595.085	23500.351	2250	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_12_gloMel_whistles
13	Spectrogram 1	1	B_D20_20240618_092000.WAV	B_D20_20240618_092000.WAV	177.957900047302	180.648000001907	2.6900999546051	2024-06-18 09:20:12.9579	2024-06-18 09:20:15.6480	2790.106	25892.116	12750	whistles	Globicephala melas	low	boat_based_surveys	B_D20	B_D20_sel_13_gloMel_whistles
14	Spectrogram 1	1	B_D20_20240618_092000.WAV	B_D20_20240618_092000.WAV	181.425899982452	182.866099834442	1.44019985198975	2024-06-18 09:20:16.4259	2024-06-18 09:20:17.8661	1794.255	23699.521	16875	whistles	Globicephala melas	low	boat_based_surveys	B_D20	B_D20_sel_14_gloMel_whistles
15	Spectrogram 1	1	B_D20_20240618_092000.WAV	B_D20_20240618_092000.WAV	185.472100019455	186.91219997406	1.4400999546051	2024-06-18 09:20:20.4721	2024-06-18 09:20:21.9122	2989.276	24894.542	22500	whistles	Globicephala melas	low	boat_based_surveys	B_D20	B_D20_sel_15_gloMel_whistles
16	Spectrogram 1	1	B_D20_20240618_092000.WAV	B_D20_20240618_092000.WAV	189.4742000103	190.914299964905	1.4400999546051	2024-06-18 09:20:24.4742	2024-06-18 09:20:25.9143	3188.446	25093.712	3375	whistles	Globicephala melas	low	boat_based_surveys	B_D20	B_D20_sel_16_gloMel_whistles
17	Spectrogram 1	1	B_D20_20240618_092000.WAV	B_D20_20240618_092000.WAV	205.148300170898	206.82389998436	1.6755998134613	2024-06-18 09:20:40.1483	2024-06-18 09:20:41.8239	1136.301	22764.114	3375	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_17_gloMel_whistles
18	Spectrogram 1	1	B_D20_20240618_092100.WAV	B_D20_20240618_092100.WAV	225.24480009079	227.627300024033	2.3824999332428	2024-06-18 09:21:05.2448	2024-06-18 09:21:07.6273	1203.586	28404.63	5625	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_18_gloMel_whistles
19	Spectrogram 1	1	B_D20_20240618_092100.WAV	B_D20_20240618_092100.WAV	228.122900009155	230.505399942398	2.3824999332428	2024-06-18 09:21:08.1229	2024-06-18 09:21:10.5054	1337.237	28538.281	13125	whistles	Globicephala melas	low	boat_based_surveys	B_D20	B_D20_sel_19_gloMel_whistles
20	Spectrogram 1	1	B_D20_20240618_092100.WAV	B_D20_20240618_092100.WAV	232.18079996109	234.563300132751	2.38250017166138	2024-06-18 09:21:12.1808	2024-06-18 09:21:14.5633	3129.768	30330.812	5625	whistles	Globicephala melas	low	boat_based_surveys	B_D20	B_D20_sel_20_gloMel_whistles
21	Spectrogram 1	1	B_D20_20240618_092100.WAV	B_D20_20240618_092100.WAV	238.053900003433	240.218199968338	2.16429996490479	2024-06-18 09:21:18.0539	2024-06-18 09:21:20.2182	1925.738	18053.79	5625	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_21_gloMel_whistles
22	Spectrogram 1	1	B_D20_20240618_092100.WAV	B_D20_20240618_092100.WAV	244.275000095367	246.13689994812	1.86189985275269	2024-06-18 09:21:24.2750	2024-06-18 09:21:26.1369	3172.197	15887.335	13125	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_22_gloMel_whistles
23	Spectrogram 1	1	B_D20_20240618_092100.WAV	B_D20_20240618_092100.WAV	250.023200035095	252.300099849701	2.27689981460571	2024-06-18 09:21:30.0232	2024-06-18 09:21:32.3001	4092.192	33858.921	12750	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_23_gloMel_whistles
24	Spectrogram 1	1	B_D20_20240618_092400.WAV	B_D20_20240618_092400.WAV	386.601600170135	388.778300046921	2.17669987678528	2024-06-18 09:24:01.6016	2024-06-18 09:24:03.7783	2449.622	26280.625	12750	whistles	Globicephala melas	low	boat_based_surveys	B_D20	B_D20_sel_24_gloMel_whistles
25	Spectrogram 1	1	B_D20_20240618_092400.WAV	B_D20_20240618_092400.WAV	423.346400022507	427.457700014114	4.11129999160767	2024-06-18 09:24:38.3464	2024-06-18 09:24:42.4577	962.869	25692.946	24750	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_25_gloMel_whistles
26	Spectrogram 1	1	B_D20_20240618_092400.WAV	B_D20_20240618_092400.WAV	428.505700111389	430.682199954987	2.17649984359741	2024-06-18 09:24:43.5057	2024-06-18 09:24:45.6822	1322.946	25153.949	22500	whistles	Globicephala melas	low	boat_based_surveys	B_D20	B_D20_sel_26_gloMel_whistles
27	Spectrogram 1	1	B_D20_20240618_092400.WAV	B_D20_20240618_092400.WAV	434.11360001564	436.095299959183	1.98169994354248	2024-06-18 09:24:49.1136	2024-06-18 09:24:51.0953	2407.172	22107.884	19875	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_27_gloMel_whistles
28	Spectrogram 1	1	B_D20_20240618_092400.WAV	B_D20_20240618_092500.WAV	437.464499950409	440.130300045013	2.66580009460449	2024-06-18 09:24:52.4645	2024-06-18 09:25:00.1303	2896.532	37842.324	19875	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_28_gloMel_whistles
29	Spectrogram 1	1	B_D20_20240618_092500.WAV	B_D20_20240618_092500.WAV	443.747699975967	445.20609998703	1.45840001106262	2024-06-18 09:25:03.7477	2024-06-18 09:25:05.2061	722.152	38996.187	12750	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_29_gloMel_whistles
30	Spectrogram 1	1	B_D20_20240618_092500.WAV	B_D20_20240618_092500.WAV	448.571799993515	450.556699991226	1.98489999771118	2024-06-18 09:25:08.5718	2024-06-18 09:25:10.5567	722.152	42366.228	3375	whistles	Globicephala melas	high	boat_based_surveys	B_D20	B_D20_sel_30_gloMel_whistles
31	Spectrogram 1	1	B_D20_20240618_092500.WAV	B_D20_20240618_092500.WAV	450.826499938965	452.172800064087	1.34630012512207	2024-06-18 09:25:10.8265	2024-06-18 09:25:12.1728	489.165	35253.112	3375	whistles	Globicephala melas	high	boat_based_surveys	B_D20	B_D20_sel_31_gloMel_whistles
32	Spectrogram 1	1	B_D20_20240618_092500.WAV	B_D20_20240618_092500.WAV	452.383599996567	454.331500053406	1.94790005683899	2024-06-18 09:25:12.3836	2024-06-18 09:25:14.3315	887.506	35850.622	2250	whistles	Globicephala melas	high	boat_based_surveys	B_D20	B_D20_sel_32_gloMel_whistles
33	Spectrogram 1	1	B_D20_20240618_092500.WAV	B_D20_20240618_092500.WAV	491.667799949646	494.072599887848	2.4047999382019	2024-06-18 09:25:51.6678	2024-06-18 09:25:54.0726	481.434	20701.679	2250	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_33_gloMel_whistles
34	Spectrogram 1	1	B_D20_20240618_092600.WAV	B_D20_20240618_092600.WAV	519.289499998093	520.965000152588	1.67550015449524	2024-06-18 09:26:24.2895	2024-06-18 09:26:25.9650	4533.899	16572.484	5250	whistles	Globicephala melas	medium	boat_based_surveys	B_D20	B_D20_sel_34_gloMel_whistles
35	Spectrogram 1	1	B_D20_20240618_092600.WAV	B_D20_20240618_092600.WAV	524.207499980927	525.882999897003	1.67549991607666	2024-06-18 09:26:29.2075	2024-06-18 09:26:30.8830	4193.473	16232.059	9000	whistles	Globicephala melas	high	boat_based_surveys	B_D20	B_D20_sel_35_gloMel_whistles
