Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Delta Time (s)	Begin Date Time	End Date Time	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	signalType	species	quality	deploymentType	deploymentID	selectionID
15	Spectrogram 1	1	B_D19_20240618_092000.WAV	B_D19_20240618_092000.WAV	189.336599826813	191.75720000267	2.42060017585754	2024-06-18 09:20:24.3366	2024-06-18 09:20:26.7572	6893.617	24000	10218.75	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_15_gloMel_whistles
16	Spectrogram 1	1	B_D19_20240618_092000.WAV	B_D19_20240618_092000.WAV	205.199500083923	207.770299911499	2.57079982757568	2024-06-18 09:20:40.1995	2024-06-18 09:20:42.7703	1651.289	23428.571	13875	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_16_gloMel_whistles
17	Spectrogram 1	1	B_D19_20240618_092100.WAV	B_D19_20240618_092100.WAV	225.751600027084	228.137000083923	2.38540005683899	2024-06-18 09:21:05.7516	2024-06-18 09:21:08.1370	3937.004	20081.633	16500	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_17_gloMel_whistles
18	Spectrogram 1	1	B_D19_20240618_092100.WAV	B_D19_20240618_092100.WAV	228.707700014114	231.09299993515	2.38529992103577	2024-06-18 09:21:08.7077	2024-06-18 09:21:11.0930	5406.391	18756.874	16781.25	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_18_gloMel_whistles
19	Spectrogram 1	1	B_D19_20240618_092100.WAV	B_D19_20240618_092100.WAV	232.689700126648	234.804699897766	2.11499977111816	2024-06-18 09:21:12.6897	2024-06-18 09:21:14.8047	4263.534	17959.184	13875	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_19_gloMel_whistles
20	Spectrogram 1	1	B_D19_20240618_092100.WAV	B_D19_20240618_092100.WAV	238.657400131226	240.502099990845	1.84469985961914	2024-06-18 09:21:18.6574	2024-06-18 09:21:20.5021	2875.779	10857.143	7781.25	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_20_gloMel_whistles
21	Spectrogram 1	1	B_D19_20240618_092100.WAV	B_D19_20240618_092100.WAV	244.936599969864	246.866499900818	1.92989993095398	2024-06-18 09:21:24.9366	2024-06-18 09:21:26.8665	3245.62	10530.612	10500	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_21_gloMel_whistles
22	Spectrogram 1	1	B_D19_20240618_092100.WAV	B_D19_20240618_092100.WAV	250.342299938202	252.727600097656	2.38530015945435	2024-06-18 09:21:30.3423	2024-06-18 09:21:32.7276	6304.351	19654.833	16687.5	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_22_gloMel_whistles
23	Spectrogram 1	1	B_D19_20240618_092400.WAV	B_D19_20240618_092400.WAV	387.439199924469	389.365399837494	1.9261999130249	2024-06-18 09:24:02.4392	2024-06-18 09:24:04.3654	6458.298	14602.927	10500	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_23_gloMel_whistles
24	Spectrogram 1	1	B_D19_20240618_092400.WAV	B_D19_20240618_092400.WAV	424.076900005341	427.988699913025	3.91179990768433	2024-06-18 09:24:39.0769	2024-06-18 09:24:42.9887	4181.902	17877.551	16781.25	whistles	Globicephala melas	medium	boat_based_surveys	B_D19	B_D19_sel_24_gloMel_whistles
25	Spectrogram 1	1	B_D19_20240618_092400.WAV	B_D19_20240618_092400.WAV	429.232599973679	430.840199947357	1.60759997367859	2024-06-18 09:24:44.2326	2024-06-18 09:24:45.8402	12969.749	20499.639	16968.75	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_25_gloMel_whistles
26	Spectrogram 1	1	B_D19_20240618_092400.WAV	B_D19_20240618_092400.WAV	434.489099979401	436.874400138855	2.38530015945435	2024-06-18 09:24:49.4891	2024-06-18 09:24:51.8744	4018.636	17369.119	16500	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_26_gloMel_whistles
27	Spectrogram 1	1	B_D19_20240618_092400.WAV	B_D19_20240618_092500.WAV	437.435500144958	440.761800050735	3.32629990577698	2024-06-18 09:24:52.4355	2024-06-18 09:25:00.7618	3773.738	20489.796	16500	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_27_gloMel_whistles
28	Spectrogram 1	1	B_D19_20240618_092500.WAV	B_D19_20240618_092500.WAV	443.763200044632	445.844900131226	2.08170008659363	2024-06-18 09:25:03.7632	2024-06-18 09:25:05.8449	426.8	19755.102	16781.25	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_28_gloMel_whistles
29	Spectrogram 1	1	B_D19_20240618_092500.WAV	B_D19_20240618_092500.WAV	446.230299949646	448.13420009613	1.90390014648438	2024-06-18 09:25:06.2303	2024-06-18 09:25:08.1342	263.534	12489.796	562.5	whistles	Globicephala melas	low	boat_based_surveys	B_D19	B_D19_sel_29_gloMel_whistles
30	Spectrogram 1	1	B_D19_20240618_092500.WAV	B_D19_20240618_092500.WAV	449.01590013504	450.853099822998	1.83719968795776	2024-06-18 09:25:09.0159	2024-06-18 09:25:10.8531	539.93	23949.865	562.5	whistles	Globicephala melas	high	boat_based_surveys	B_D19	B_D19_sel_30_gloMel_whistles
31	Spectrogram 1	1	B_D19_20240618_092500.WAV	B_D19_20240618_092500.WAV	451.105100154877	452.942299842834	1.83719968795776	2024-06-18 09:25:11.1051	2024-06-18 09:25:12.9423	590.065	24000	3375	whistles	Globicephala melas	high	boat_based_surveys	B_D19	B_D19_sel_31_gloMel_whistles
32	Spectrogram 1	1	B_D19_20240618_092500.WAV	B_D19_20240618_092500.WAV	453.105400085449	454.942600011826	1.83719992637634	2024-06-18 09:25:13.1054	2024-06-18 09:25:14.9426	539.93	23949.865	562.5	whistles	Globicephala melas	high	boat_based_surveys	B_D19	B_D19_sel_32_gloMel_whistles
33	Spectrogram 1	1	B_D19_20240618_092500.WAV	B_D19_20240618_092500.WAV	492.13019990921	494.649099826813	2.51889991760254	2024-06-18 09:25:52.1302	2024-06-18 09:25:54.6491	590.065	24000	22218.75	whistles	Globicephala melas	medium	boat_based_surveys	B_D19	B_D19_sel_33_gloMel_whistles
34	Spectrogram 1	1	B_D19_20240618_092600.WAV	B_D19_20240618_092600.WAV	519.624400138855	521.698699951172	2.07429981231689	2024-06-18 09:26:24.6244	2024-06-18 09:26:26.6987	5061.224	20734.694	16593.75	whistles	Globicephala melas	medium	boat_based_surveys	B_D19	B_D19_sel_34_gloMel_whistles
35	Spectrogram 1	1	B_D19_20240618_092600.WAV	B_D19_20240618_092600.WAV	524.373300075531	526.744100093842	2.37080001831055	2024-06-18 09:26:29.3733	2024-06-18 09:26:31.7441	5142.857	20816.327	8062.5	whistles	Globicephala melas	medium	boat_based_surveys	B_D19	B_D19_sel_35_gloMel_whistles
