Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Delta Time (s)	Begin Date Time	End Date Time	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	signalType	species	quality	deploymentType	deploymentID	selectionID
20	Spectrogram 1	1	B_D02_20220517_140800.WAV	B_D02_20220517_140800.WAV	275.045756744	275.502328367	0.4566	2022-05-17 14:08:00.0458	2022-05-17 14:08:00.5023	10263.158	21947.368	21750	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_20_turTru-gloMel-mixed_whistles
21	Spectrogram 1	1	B_D02_20220517_140800.WAV	B_D02_20220517_140800.WAV	277.152157563	277.740894656	0.5887	2022-05-17 14:08:02.1522	2022-05-17 14:08:02.7409	5842.105	21000	21000	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_21_turTru-gloMel-mixed_whistles
22	Spectrogram 1	1	B_D02_20220517_140800.WAV	B_D02_20220517_140800.WAV	282.153983465	282.610555088	0.4566	2022-05-17 14:08:07.1540	2022-05-17 14:08:07.6106	9157.895	20842.105	20250	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_22_turTru-gloMel-mixed_whistles
23	Spectrogram 1	1	B_D02_20220517_140800.WAV	B_D02_20220517_140800.WAV	283.411339495	284.160277158	0.7489	2022-05-17 14:08:08.4113	2022-05-17 14:08:09.1603	4578.947	28578.947	22500	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_23_turTru-gloMel-mixed_whistles
24	Spectrogram 1	1	B_D02_20220517_140800.WAV	B_D02_20220517_140800.WAV	298.27767941	299.997523546	1.7198	2022-05-17 14:08:23.2777	2022-05-17 14:08:24.9975	5526.316	32842.105	24750	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_24_turTru-gloMel-mixed_whistles
25	Spectrogram 1	1	B_D02_20220517_140800.WAV	B_D02_20220517_140800.WAV	300.292201572	301.145269604	0.8531	2022-05-17 14:08:25.2922	2022-05-17 14:08:26.1453	4736.842	21000	18000	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_25_turTru-gloMel-mixed_whistles
26	Spectrogram 1	1	B_D02_20220517_140800.WAV	B_D02_20220517_140800.WAV	315.529296554	316.654705554	1.1254	2022-05-17 14:08:40.5293	2022-05-17 14:08:41.6547	6157.895	24947.368	20250	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_26_turTru-gloMel-mixed_whistles
27	Spectrogram 1	1	B_D02_20220517_140800.WAV	B_D02_20220517_140800.WAV	319.153033499	319.913986204	0.761	2022-05-17 14:08:44.1530	2022-05-17 14:08:44.9140	7736.842	25263.158	21000	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_27_turTru-gloMel-mixed_whistles
28	Spectrogram 1	1	B_D02_20220517_141500.WAV	B_D02_20220517_141800.WAV	343.341036632	425.035958567	81.6949	2022-05-17 14:15:13.3410	2022-05-17 14:18:40.0360	4465.938	192000	49500	clicks	Globicephala melas | Tursiops truncatus	high	boat_based_surveys	B_D02	B_D02_sel_28_turTru-gloMel-mixed_clicks
29	Spectrogram 1	1	B_D02_20220517_141500.WAV	B_D02_20220517_141500.WAV	366.144484872	369.096180365	2.9517	2022-05-17 14:15:36.1445	2022-05-17 14:15:39.0962	5210.526	22105.263	21750	whistles	Globicephala melas | Tursiops truncatus	high	boat_based_surveys	B_D02	B_D02_sel_29_turTru-gloMel-mixed_whistles
30	Spectrogram 1	1	B_D02_20220517_141500.WAV	B_D02_20220517_141500.WAV	380.226697625	383.15603783	2.9293	2022-05-17 14:15:50.2267	2022-05-17 14:15:53.1560	5842.105	31578.947	25500	whistles	Globicephala melas | Tursiops truncatus	high	boat_based_surveys	B_D02	B_D02_sel_30_turTru-gloMel-mixed_whistles
31	Spectrogram 1	1	B_D02_20220517_141900.WAV	B_D02_20220517_142000.WAV	447.157919061	549.65267596	102.4948	2022-05-17 14:19:07.1579	2022-05-17 14:20:54.6527	4465.938	192000	50250	clicks	Globicephala melas | Tursiops truncatus	high	boat_based_surveys	B_D02	B_D02_sel_31_turTru-gloMel-mixed_clicks
32	Spectrogram 1	1	B_D02_20220517_141900.WAV	B_D02_20220517_141900.WAV	456.855363807	457.464125971	0.6088	2022-05-17 14:19:16.8554	2022-05-17 14:19:17.4640	4263.158	15947.368	8250	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_32_turTru-gloMel-mixed_whistles
33	Spectrogram 1	1	B_D02_20220517_141900.WAV	B_D02_20220517_141900.WAV	458.144978391	458.949986253	0.805	2022-05-17 14:19:18.1450	2022-05-17 14:19:18.9500	5684.211	16736.842	8250	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_33_turTru-gloMel-mixed_whistles
34	Spectrogram 1	1	B_D02_20220517_142000.WAV	B_D02_20220517_142000.WAV	507.115562216	507.976640277	0.8611	2022-05-17 14:20:12.1156	2022-05-17 14:20:12.9766	6315.789	27631.579	24750	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_34_turTru-gloMel-mixed_whistles
35	Spectrogram 1	1	B_D02_20220517_142000.WAV	B_D02_20220517_142000.WAV	511.055185487	511.952308676	0.8971	2022-05-17 14:20:16.0552	2022-05-17 14:20:16.9523	4894.737	30947.368	22500	whistles	Globicephala melas | Tursiops truncatus	high	boat_based_surveys	B_D02	B_D02_sel_35_turTru-gloMel-mixed_whistles
36	Spectrogram 1	1	B_D02_20220517_142000.WAV	B_D02_20220517_142000.WAV	513.726529983	514.891552246	1.165	2022-05-17 14:20:18.7265	2022-05-17 14:20:19.8916	4736.842	16578.947	16500	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_36_turTru-gloMel-mixed_whistles
37	Spectrogram 1	1	B_D02_20220517_142000.WAV	B_D02_20220517_142000.WAV	545.010825121	545.759762784	0.7489	2022-05-17 14:20:50.0108	2022-05-17 14:20:50.7598	5052.632	17684.211	15750	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_37_turTru-gloMel-mixed_whistles
38	Spectrogram 1	1	B_D02_20220517_142000.WAV	B_D02_20220517_142000.WAV	549.535835889	549.992407512	0.4566	2022-05-17 14:20:54.5358	2022-05-17 14:20:54.9924	5368.421	17052.632	12000	whistles	Globicephala melas | Tursiops truncatus	low	boat_based_surveys	B_D02	B_D02_sel_38_turTru-gloMel-mixed_whistles
39	Spectrogram 1	1	B_D02_20220517_142100.WAV	B_D02_20220517_142100.WAV	551.930958476	604.999997396	53.069	2022-05-17 14:21:01.9310	2022-05-17 14:21:54.0000	6252.313	192000	50250	clicks	Globicephala melas | Tursiops truncatus	high	boat_based_surveys	B_D02	B_D02_sel_39_turTru-gloMel-mixed_clicks
40	Spectrogram 1	1	B_D02_20220517_142100.WAV	B_D02_20220517_142100.WAV	556.320949063	557.246107352	0.9252	2022-05-17 14:21:06.3209	2022-05-17 14:21:07.2461	4421.053	25578.947	21000	whistles	Globicephala melas | Tursiops truncatus	medium	boat_based_surveys	B_D02	B_D02_sel_40_turTru-gloMel-mixed_whistles
41	Spectrogram 1	1	B_D02_20220517_142100.WAV	B_D02_20220517_142100.WAV	558.127210484	559.729216179	1.602	2022-05-17 14:21:08.1272	2022-05-17 14:21:09.7292	5052.632	25894.737	24750	whistles	Globicephala melas | Tursiops truncatus	medium	boat_based_surveys	B_D02	B_D02_sel_41_turTru-gloMel-mixed_whistles
42	Spectrogram 1	1	B_D02_20220517_142100.WAV	B_D02_20220517_142100.WAV	572.134784325	573.616639593	1.4819	2022-05-17 14:21:22.1347	2022-05-17 14:21:23.6165	7105.263	27000	24750	whistles	Globicephala melas | Tursiops truncatus	medium	boat_based_surveys	B_D02	B_D02_sel_42_turTru-gloMel-mixed_whistles
43	Spectrogram 1	1	B_D02_20220517_142100.WAV	B_D02_20220517_142100.WAV	574.365577255	575.547056455	1.1815	2022-05-17 14:21:24.3656	2022-05-17 14:21:25.5471	5368.421	27631.579	21000	whistles	Globicephala melas | Tursiops truncatus	medium	boat_based_surveys	B_D02	B_D02_sel_43_turTru-gloMel-mixed_whistles
44	Spectrogram 1	1	B_D02_20220517_142100.WAV	B_D02_20220517_142100.WAV	575.96736451	578.682764163	2.7154	2022-05-17 14:21:25.9674	2022-05-17 14:21:28.6828	3947.368	24631.579	24000	whistles	Globicephala melas | Tursiops truncatus	high	boat_based_surveys	B_D02	B_D02_sel_44_turTru-gloMel-mixed_whistles
45	Spectrogram 1	1	B_D02_20220517_142100.WAV	B_D02_20220517_142100.WAV	579.503355201	580.204232693	0.7009	2022-05-17 14:21:29.5034	2022-05-17 14:21:30.2042	7105.263	24789.474	20250	whistles	Globicephala melas | Tursiops truncatus	medium	boat_based_surveys	B_D02	B_D02_sel_45_turTru-gloMel-mixed_whistles
46	Spectrogram 1	1	B_D02_20220517_142100.WAV	B_D02_20220517_142100.WAV	585.065664656	585.842637418	0.777	2022-05-17 14:21:35.0657	2022-05-17 14:21:35.8426	5052.632	27473.684	20250	whistles	Globicephala melas | Tursiops truncatus	medium	boat_based_surveys	B_D02	B_D02_sel_46_turTru-gloMel-mixed_whistles
47	Spectrogram 1	1	B_D02_20220517_142100.WAV	B_D02_20220517_142100.WAV	586.363289269	587.560788526	1.1975	2022-05-17 14:21:36.3633	2022-05-17 14:21:37.5608	3631.579	25578.947	21750	whistles	Globicephala melas | Tursiops truncatus	medium	boat_based_surveys	B_D02	B_D02_sel_47_turTru-gloMel-mixed_whistles
