ID,TARGET
21233,UDA
21234,UDA
21235,UDA
21236,UDA
21237,UDA
21238,UDA
21239,UDA
21240,UDA
21241,UDA
21242,UDA
21243,UDA
21244,UDA
21245,UDA
21246,UDA
21247,UDA
21248,UDA
21249,UDA
21250,UDA
21251,UDA
21252,UDA
21253,UDA
21254,UDA
21255,UDA
21256,UDA
21257,UDA
21258,UDA
21259,UDA
21260,UDA
21261,UDA
21262,UDA
21263,UDA
21264,UDA
21265,UDA
21266,UDA
21267,UDA
21268,UDA
21269,UDA
21270,UDA
21271,UDA
21272,UDA
21273,UDA
21274,UDA
21275,UDA
21276,UDA
21277,UDA
21278,UDA
21279,UDA
21280,UDA
21281,UDA
21282,UDA
21283,UDA
21284,UDA
21285,UDA
21286,UDA
21287,UDA
21288,UDA
21289,UDA
21290,UDA
21291,UDA
21292,UDA
21293,UDA
21294,UDA
21295,UDA
21296,UDA
21297,UDA
21298,UDA
21299,UDA
21300,UDA
21301,UDA
21302,UDA
21303,UDA
21304,UDA
21305,UDA
21306,UDA
21307,UDA
21308,UDA
21309,UDA
21310,UDA
21311,UDA
21312,UDA
21313,UDA
21314,UDA
21315,UDA
21316,UDA
21317,UDA
21318,UDA
21319,UDA
21320,UDA
21321,UDA
21322,UDA
21323,UDA
21324,UDA
21325,UDA
21326,UDA
21327,UDA
21328,UDA
21329,UDA
21330,UDA
21331,UDA
21332,UDA
21333,UDA
21334,UDA
21335,UDA
21336,UDA
21337,UDA
21338,UDA
21339,UDA
21340,UDA
21341,UDA
21342,UDA
21343,UDA
21344,UDA
21345,UDA
21346,UDA
21347,UDA
21348,UDA
21349,UDA
21350,UDA
21351,UDA
21352,UDA
21353,UDA
21354,UDA
21355,UDA
21356,UDA
21357,UDA
21358,UDA
21359,UDA
21360,UDA
21361,UDA
21362,UDA
21363,UDA
21364,UDA
21365,UDA
21366,UDA
21367,UDA
21368,UDA
21369,UDA
21370,UDA
21371,UDA
21372,UDA
21373,UDA
21374,UDA
21375,UDA
21376,UDA
21377,UDA
21378,UDA
21379,UDA
21380,UDA
21381,UDA
21382,UDA
21383,UDA
21384,UDA
21385,UDA
21386,UDA
21387,UDA
21388,UDA
21389,UDA
21390,UDA
21391,UDA
21392,UDA
21393,UDA
21394,UDA
21395,UDA
21396,UDA
21397,UDA
21398,UDA
21399,UDA
21400,UDA
21401,UDA
21402,UDA
21403,UDA
21404,UDA
21405,UDA
21406,UDA
21407,UDA
21408,UDA
21409,UDA
21410,UDA
21411,UDA
21412,UDA
21413,UDA
21414,UDA
21415,UDA
21416,UDA
21417,UDA
21418,UDA
21419,UDA
21420,UDA
21421,UDA
21422,UDA
21423,UDA
21424,UDA
21425,UDA
21426,UDA
21427,UDA
21428,UDA
21429,UDA
21430,UDA
21431,UDA
21432,UDA
21433,UDA
21434,UDA
21435,UDA
21436,UDA
21437,UDA
21438,UDA
21439,UDA
21440,UDA
21441,UDA
21442,UDA
21443,UDA
21444,UDA
21445,UDA
21446,UDA
21447,UDA
21448,UDA
21449,UDA
21450,UDA
21451,UDA
21452,UDA
21453,UDA
21454,UDA
21455,UDA
21456,UDA
21457,UDA
21458,UDA
21459,UDA
21460,UDA
21461,UDA
21462,UDA
21463,UDA
21464,UDA
21465,UDA
21466,UDA
21467,UDA
21468,UDA
21469,UDA
21470,UDA
21471,UDA
21472,UDA
21473,UDA
21474,UDA
21475,UDA
21476,UDA
21477,UDA
21478,UDA
21479,UDA
21480,UDA
21481,UDA
21482,UDA
21483,UDA
21484,UDA
21485,UDA
21486,UDA
21487,UDA
21488,UDA
21489,UDA
21490,UDA
21491,UDA
21492,UDA
21493,UDA
21494,UDA
21495,UDA
21496,UDA
21497,UDA
21498,UDA
21499,UDA
21500,UDA
21501,UDA
21502,UDA
21503,UDA
21504,UDA
21505,UDA
21506,UDA
21507,UDA
21508,UDA
21509,UDA
21510,UDA
21511,UDA
21512,UDA
21513,UDA
21514,UDA
21515,UDA
21516,UDA
21517,UDA
21518,UDA
21519,UDA
21520,UDA
21521,UDA
21522,UDA
21523,UDA
21524,UDA
21525,UDA
21526,UDA
21527,UDA
21528,UDA
21529,UDA
21530,UDA
21531,UDA
21532,UDA
21533,UDA
21534,UDA
21535,UDA
21536,UDA
21537,UDA
21538,UDA
21539,UDA
21540,UDA
21541,UDA
21542,UDA
21543,UDA
21544,UDA
21545,UDA
21546,UDA
21547,UDA
21548,UDA
21549,UDA
21550,UDA
21551,UDA
21552,UDA
21553,UDA
21554,UDA
21555,UDA
21556,UDA
21557,UDA
21558,UDA
21559,UDA
21560,UDA
21561,UDA
21562,UDA
21563,UDA
21564,UDA
21565,UDA
21566,UDA
21567,UDA
21568,UDA
21569,UDA
21570,UDA
21571,UDA
21572,UDA
21573,UDA
21574,UDA
21575,UDA
21576,UDA
21577,UDA
21578,UDA
21579,UDA
21580,UDA
21581,UDA
21582,UDA
21583,UDA
21584,UDA
21585,UDA
21586,UDA
21587,UDA
21588,UDA
21589,UDA
21590,UDA
21591,UDA
21592,UDA
21593,UDA
21594,UDA
21595,UDA
21596,UDA
21597,UDA
21598,UDA
21599,UDA
21600,UDA
21601,UDA
21602,UDA
21603,UDA
21604,UDA
21605,UDA
21606,UDA
21607,UDA
21608,UDA
21609,UDA
21610,UDA
21611,UDA
21612,UDA
21613,UDA
21614,UDA
21615,UDA
21616,UDA
21617,UDA
21618,UDA
21619,UDA
21620,UDA
21621,UDA
21622,UDA
21623,UDA
21624,UDA
21625,UDA
21626,UDA
21627,UDA
21628,UDA
21629,UDA
21630,UDA
21631,UDA
21632,UDA
21633,UDA
21634,UDA
21635,UDA
21636,UDA
21637,UDA
21638,UDA
21639,UDA
21640,UDA
21641,UDA
21642,UDA
21643,UDA
21644,UDA
21645,UDA
21646,UDA
21647,UDA
21648,UDA
21649,UDA
21650,UDA
21651,UDA
21652,UDA
21653,UDA
21654,UDA
21655,UDA
21656,UDA
21657,UDA
21658,UDA
21659,UDA
21660,UDA
21661,UDA
21662,UDA
21663,UDA
21664,UDA
21665,UDA
21666,UDA
21667,UDA
21668,UDA
21669,UDA
21670,UDA
21671,UDA
21672,UDA
21673,UDA
21674,UDA
21675,UDA
21676,UDA
21677,UDA
21678,UDA
21679,UDA
21680,UDA
21681,UDA
21682,UDA
21683,UDA
21684,UDA
21685,UDA
21686,UDA
21687,UDA
21688,UDA
21689,UDA
21690,UDA
21691,UDA
21692,UDA
21693,UDA
21694,UDA
21695,UDA
21696,UDA
21697,UDA
21698,UDA
21699,UDA
21700,UDA
21701,UDA
21702,UDA
21703,UDA
21704,UDA
21705,UDA
21706,UDA
21707,UDA
21708,UDA
21709,UDA
21710,UDA
21711,UDA
21712,UDA
21713,UDA
21714,UDA
21715,UDA
21716,UDA
21717,UDA
21718,UDA
21719,UDA
21720,UDA
21721,UDA
21722,UDA
21723,UDA
21724,UDA
21725,UDA
21726,UDA
21727,UDA
21728,UDA
21729,UDA
21730,UDA
21731,UDA
21732,UDA
21733,UDA
21734,UDA
21735,UDA
21736,UDA
21737,UDA
21738,UDA
21739,UDA
21740,UDA
21741,UDA
21742,UDA
21743,UDA
21744,UDA
21745,UDA
21746,UDA
21747,UDA
21748,UDA
21749,UDA
21750,UDA
21751,UDA
21752,UDA
21753,UDA
21754,UDA
21755,UDA
21756,UDA
21757,UDA
21758,UDA
21759,UDA
21760,UDA
21761,UDA
21762,UDA
21763,UDA
21764,UDA
21765,UDA
21766,UDA
21767,UDA
21768,UDA
21769,UDA
21770,UDA
21771,UDA
21772,UDA
21773,UDA
21774,UDA
21775,UDA
21776,UDA
21777,UDA
21778,UDA
21779,UDA
21780,UDA
21781,UDA
21782,UDA
21783,UDA
21784,UDA
21785,UDA
21786,UDA
21787,UDA
21788,UDA
21789,UDA
21790,UDA
21791,UDA
21792,UDA
21793,UDA
21794,UDA
21795,UDA
21796,UDA
21797,UDA
21798,UDA
21799,UDA
21800,UDA
21801,UDA
21802,UDA
21803,UDA
21804,UDA
21805,UDA
21806,UDA
21807,UDA
21808,UDA
21809,UDA
21810,UDA
21811,UDA
21812,UDA
21813,UDA
21814,UDA
21815,UDA
21816,UDA
21817,UDA
21818,UDA
21819,UDA
21820,UDA
21821,UDA
21822,UDA
21823,UDA
21824,UDA
21825,UDA
21826,UDA
21827,UDA
21828,UDA
21829,UDA
21830,UDA
21831,UDA
21832,UDA
21833,UDA
21834,UDA
21835,UDA
21836,UDA
21837,UDA
21838,UDA
21839,UDA
21840,UDA
21841,UDA
21842,UDA
21843,UDA
21844,UDA
21845,UDA
21846,UDA
21847,UDA
21848,UDA
21849,UDA
21850,UDA
21851,UDA
21852,UDA
21853,UDA
21854,UDA
21855,UDA
21856,UDA
21857,UDA
21858,UDA
21859,UDA
21860,UDA
21861,UDA
21862,UDA
21863,UDA
21864,UDA
21865,UDA
21866,UDA
21867,UDA
21868,UDA
21869,UDA
21870,UDA
21871,UDA
21872,UDA
21873,UDA
21874,UDA
21875,UDA
21876,UDA
21877,UDA
21878,UDA
21879,UDA
21880,UDA
21881,UDA
21882,UDA
21883,UDA
21884,UDA
21885,UDA
21886,UDA
21887,UDA
21888,UDA
21889,UDA
21890,UDA
21891,UDA
21892,UDA
21893,UDA
21894,UDA
21895,UDA
21896,UDA
21897,UDA
21898,UDA
21899,UDA
21900,UDA
21901,UDA
21902,UDA
21903,UDA
21904,UDA
21905,UDA
21906,UDA
21907,UDA
21908,UDA
21909,UDA
21910,UDA
21911,UDA
21912,UDA
21913,UDA
21914,UDA
21915,UDA
21916,UDA
21917,UDA
21918,UDA
21919,UDA
21920,UDA
21921,UDA
21922,UDA
21923,UDA
21924,UDA
21925,UDA
21926,UDA
21927,UDA
21928,UDA
21929,UDA
21930,UDA
21931,UDA
21932,UDA
21933,UDA
21934,UDA
21935,UDA
21936,UDA
21937,UDA
21938,UDA
21939,UDA
21940,UDA
21941,UDA
21942,UDA
21943,UDA
21944,UDA
21945,UDA
21946,UDA
21947,UDA
21948,UDA
21949,UDA
21950,UDA
21951,UDA
21952,UDA
21953,UDA
21954,UDA
21955,UDA
21956,UDA
21957,UDA
21958,UDA
21959,UDA
21960,UDA
21961,UDA
21962,UDA
21963,UDA
21964,UDA
21965,UDA
21966,UDA
21967,UDA
21968,UDA
21969,UDA
21970,UDA
21971,UDA
21972,UDA
21973,UDA
21974,UDA
21975,UDA
21976,UDA
21977,UDA
21978,UDA
21979,UDA
21980,UDA
21981,UDA
21982,UDA
21983,UDA
21984,UDA
21985,UDA
21986,UDA
21987,UDA
21988,UDA
21989,UDA
21990,UDA
21991,UDA
21992,UDA
21993,UDA
21994,UDA
21995,UDA
21996,UDA
21997,UDA
21998,UDA
21999,UDA
22000,UDA
22001,UDA
22002,UDA
22003,UDA
22004,UDA
22005,UDA
22006,UDA
22007,UDA
22008,UDA
22009,UDA
22010,UDA
22011,UDA
22012,UDA
22013,UDA
22014,UDA
22015,UDA
22016,UDA
22017,UDA
22018,UDA
22019,UDA
22020,UDA
22021,UDA
22022,UDA
22023,UDA
22024,UDA
22025,UDA
22026,UDA
22027,UDA
22028,UDA
22029,UDA
22030,UDA
22031,UDA
22032,UDA
22033,UDA
22034,UDA
22035,UDA
22036,UDA
22037,UDA
22038,UDA
22039,UDA
22040,UDA
22041,UDA
22042,UDA
22043,UDA
22044,UDA
22045,UDA
22046,UDA
22047,UDA
22048,UDA
22049,UDA
22050,UDA
22051,UDA
22052,UDA
22053,UDA
22054,UDA
22055,UDA
22056,UDA
22057,UDA
22058,UDA
22059,UDA
22060,UDA
22061,UDA
22062,UDA
22063,UDA
22064,UDA
22065,UDA
22066,UDA
22067,UDA
22068,UDA
22069,UDA
22070,UDA
22071,UDA
22072,UDA
22073,UDA
22074,UDA
22075,UDA
22076,UDA
22077,UDA
22078,UDA
22079,UDA
22080,UDA
22081,UDA
22082,UDA
22083,UDA
22084,UDA
22085,UDA
22086,UDA
22087,UDA
22088,UDA
22089,UDA
22090,UDA
22091,UDA
22092,UDA
22093,UDA
22094,UDA
22095,UDA
22096,UDA
22097,UDA
22098,UDA
22099,UDA
22100,UDA
22101,UDA
22102,UDA
22103,UDA
22104,UDA
22105,UDA
22106,UDA
22107,UDA
22108,UDA
22109,UDA
22110,UDA
22111,UDA
22112,UDA
22113,UDA
22114,UDA
22115,UDA
22116,UDA
22117,UDA
22118,UDA
22119,UDA
22120,UDA
22121,UDA
22122,UDA
22123,UDA
22124,UDA
22125,UDA
22126,UDA
22127,UDA
22128,UDA
22129,UDA
22130,UDA
22131,UDA
22132,UDA
22133,UDA
22134,UDA
22135,UDA
22136,UDA
22137,UDA
22138,UDA
22139,UDA
22140,UDA
22141,UDA
22142,UDA
22143,UDA
22144,UDA
22145,UDA
22146,UDA
22147,UDA
22148,UDA
22149,UDA
22150,UDA
22151,UDA
22152,UDA
22153,UDA
22154,UDA
22155,UDA
22156,UDA
22157,UDA
22158,UDA
22159,UDA
22160,UDA
22161,UDA
22162,UDA
22163,UDA
22164,UDA
22165,UDA
22166,UDA
22167,UDA
22168,UDA
22169,UDA
22170,UDA
22171,UDA
22172,UDA
22173,UDA
22174,UDA
22175,UDA
22176,UDA
22177,UDA
22178,UDA
22179,UDA
22180,UDA
22181,UDA
22182,UDA
22183,UDA
22184,UDA
22185,UDA
22186,UDA
22187,UDA
22188,UDA
22189,UDA
22190,UDA
22191,UDA
22192,UDA
22193,UDA
22194,UDA
22195,UDA
22196,UDA
22197,UDA
22198,UDA
22199,UDA
22200,UDA
22201,UDA
22202,UDA
22203,UDA
22204,UDA
22205,UDA
22206,UDA
22207,UDA
22208,UDA
22209,UDA
22210,UDA
22211,UDA
22212,UDA
22213,UDA
22214,UDA
22215,UDA
22216,UDA
22217,UDA
22218,UDA
22219,UDA
22220,UDA
22221,UDA
22222,UDA
22223,UDA
22224,UDA
22225,UDA
22226,UDA
22227,UDA
22228,UDA
22229,UDA
22230,UDA
22231,UDA
22232,UDA
22233,UDA
22234,UDA
22235,UDA
22236,UDA
22237,UDA
22238,UDA
22239,UDA
22240,UDA
22241,UDA
22242,UDA
22243,UDA
22244,UDA
22245,UDA
22246,UDA
22247,UDA
22248,UDA
22249,UDA
22250,UDA
22251,UDA
22252,UDA
22253,UDA
22254,UDA
22255,UDA
22256,UDA
22257,UDA
22258,UDA
22259,UDA
22260,UDA
22261,UDA
22262,UDA
22263,UDA
22264,UDA
22265,UDA
22266,UDA
22267,UDA
22268,UDA
22269,UDA
22270,UDA
22271,UDA
22272,UDA
22273,UDA
22274,UDA
22275,UDA
22276,UDA
22277,UDA
22278,UDA
22279,UDA
22280,UDA
22281,UDA
22282,UDA
22283,UDA
22284,UDA
22285,UDA
22286,UDA
22287,UDA
22288,UDA
22289,UDA
22290,UDA
22291,UDA
22292,UDA
22293,UDA
22294,UDA
22295,UDA
22296,UDA
22297,UDA
22298,UDA
22299,UDA
22300,UDA
22301,UDA
22302,UDA
22303,UDA
22304,UDA
22305,UDA
22306,UDA
22307,UDA
22308,UDA
22309,UDA
22310,UDA
22311,UDA
22312,UDA
22313,UDA
22314,UDA
22315,UDA
22316,UDA
22317,UDA
22318,UDA
22319,UDA
22320,UDA
22321,UDA
22322,UDA
22323,UDA
22324,UDA
22325,UDA
22326,UDA
22327,UDA
22328,UDA
22329,UDA
22330,UDA
22331,UDA
22332,UDA
22333,UDA
22334,UDA
22335,UDA
22336,UDA
22337,UDA
22338,UDA
22339,UDA
22340,UDA
22341,UDA
22342,UDA
22343,UDA
22344,UDA
22345,UDA
22346,UDA
22347,UDA
22348,UDA
22349,UDA
22350,UDA
22351,UDA
22352,UDA
22353,UDA
22354,UDA
22355,UDA
22356,UDA
22357,UDA
22358,UDA
22359,UDA
22360,UDA
22361,UDA
22362,UDA
22363,UDA
22364,UDA
22365,UDA
22366,UDA
22367,UDA
22368,UDA
22369,UDA
22370,UDA
22371,UDA
22372,UDA
22373,UDA
22374,UDA
22375,UDA
22376,UDA
22377,UDA
22378,UDA
22379,UDA
22380,UDA
22381,UDA
22382,UDA
22383,UDA
22384,UDA
22385,UDA
22386,UDA
22387,UDA
22388,UDA
22389,UDA
22390,UDA
22391,UDA
22392,UDA
22393,UDA
22394,UDA
22395,UDA
22396,UDA
22397,UDA
22398,UDA
22399,UDA
22400,UDA
22401,UDA
22402,UDA
22403,UDA
22404,UDA
22405,UDA
22406,UDA
22407,UDA
22408,UDA
22409,UDA
22410,UDA
22411,UDA
22412,UDA
22413,UDA
22414,UDA
22415,UDA
22416,UDA
22417,UDA
22418,UDA
22419,UDA
22420,UDA
22421,UDA
22422,UDA
22423,UDA
22424,UDA
22425,UDA
22426,UDA
22427,UDA
22428,UDA
22429,UDA
22430,UDA
22431,UDA
22432,UDA
22433,UDA
22434,UDA
22435,UDA
22436,UDA
22437,UDA
22438,UDA
22439,UDA
22440,UDA
22441,UDA
22442,UDA
22443,UDA
22444,UDA
22445,UDA
22446,UDA
22447,UDA
22448,UDA
22449,UDA
22450,UDA
22451,UDA
22452,UDA
22453,UDA
22454,UDA
22455,UDA
22456,UDA
22457,UDA
22458,UDA
22459,UDA
22460,UDA
22461,UDA
22462,UDA
22463,UDA
22464,UDA
22465,UDA
22466,UDA
22467,UDA
22468,UDA
22469,UDA
22470,UDA
22471,UDA
22472,UDA
22473,UDA
22474,UDA
22475,UDA
22476,UDA
22477,UDA
22478,UDA
22479,UDA
22480,UDA
22481,UDA
22482,UDA
22483,UDA
22484,UDA
22485,UDA
22486,UDA
22487,UDA
22488,UDA
22489,UDA
22490,UDA
22491,UDA
22492,UDA
22493,UDA
22494,UDA
22495,UDA
22496,UDA
22497,UDA
22498,UDA
22499,UDA
22500,UDA
22501,UDA
22502,UDA
22503,UDA
22504,UDA
22505,UDA
22506,UDA
22507,UDA
22508,UDA
22509,UDA
22510,UDA
22511,UDA
22512,UDA
22513,UDA
22514,UDA
22515,UDA
22516,UDA
22517,UDA
22518,UDA
22519,UDA
22520,UDA
22521,UDA
22522,UDA
22523,UDA
22524,UDA
22525,UDA
22526,UDA
22527,UDA
22528,UDA
22529,UDA
22530,UDA
22531,UDA
22532,UDA
22533,UDA
22534,UDA
22535,UDA
22536,UDA
22537,UDA
22538,UDA
22539,UDA
22540,UDA
22541,UDA
22542,UDA
22543,UDA
22544,UDA
22545,UDA
22546,UDA
22547,UDA
22548,UDA
22549,UDA
22550,UDA
22551,UDA
22552,UDA
22553,UDA
22554,UDA
22555,UDA
22556,UDA
22557,UDA
22558,UDA
22559,UDA
22560,UDA
22561,UDA
22562,UDA
22563,UDA
22564,UDA
22565,UDA
22566,UDA
22567,UDA
22568,UDA
22569,UDA
22570,UDA
22571,UDA
22572,UDA
22573,UDA
22574,UDA
22575,UDA
22576,UDA
22577,UDA
22578,UDA
22579,UDA
22580,UDA
22581,UDA
22582,UDA
22583,UDA
22584,UDA
22585,UDA
22586,UDA
22587,UDA
22588,UDA
22589,UDA
22590,UDA
22591,UDA
22592,UDA
22593,UDA
22594,UDA
22595,UDA
22596,UDA
22597,UDA
22598,UDA
22599,UDA
22600,UDA
22601,UDA
22602,UDA
22603,UDA
22604,UDA
22605,UDA
22606,UDA
22607,UDA
22608,UDA
22609,UDA
22610,UDA
22611,UDA
22612,UDA
22613,UDA
22614,UDA
22615,UDA
22616,UDA
22617,UDA
22618,UDA
22619,UDA
22620,UDA
22621,UDA
22622,UDA
22623,UDA
22624,UDA
22625,UDA
22626,UDA
22627,UDA
22628,UDA
22629,UDA
22630,UDA
22631,UDA
22632,UDA
22633,UDA
22634,UDA
22635,UDA
22636,UDA
22637,UDA
22638,UDA
22639,UDA
22640,UDA
22641,UDA
22642,UDA
22643,UDA
22644,UDA
22645,UDA
22646,UDA
22647,UDA
22648,UDA
22649,UDA
22650,UDA
22651,UDA
22652,UDA
22653,UDA
22654,UDA
22655,UDA
22656,UDA
22657,UDA
22658,UDA
22659,UDA
22660,UDA
22661,UDA
22662,UDA
22663,UDA
22664,UDA
22665,UDA
22666,UDA
22667,UDA
22668,UDA
22669,UDA
22670,UDA
22671,UDA
22672,UDA
22673,UDA
22674,UDA
22675,UDA
22676,UDA
22677,UDA
22678,UDA
22679,UDA
22680,UDA
22681,UDA
22682,UDA
22683,UDA
22684,UDA
22685,UDA
22686,UDA
22687,UDA
22688,UDA
22689,UDA
22690,UDA
22691,UDA
22692,UDA
22693,UDA
22694,UDA
22695,UDA
22696,UDA
22697,UDA
22698,UDA
22699,UDA
22700,UDA
22701,UDA
22702,UDA
22703,UDA
22704,UDA
22705,UDA
22706,UDA
22707,UDA
22708,UDA
22709,UDA
22710,UDA
22711,UDA
22712,UDA
22713,UDA
22714,UDA
22715,UDA
22716,UDA
22717,UDA
22718,UDA
22719,UDA
22720,UDA
22721,UDA
22722,UDA
22723,UDA
22724,UDA
22725,UDA
22726,UDA
22727,UDA
22728,UDA
22729,UDA
22730,UDA
22731,UDA
22732,UDA
22733,UDA
22734,UDA
22735,UDA
22736,UDA
22737,UDA
22738,UDA
22739,UDA
22740,UDA
22741,UDA
22742,UDA
22743,UDA
22744,UDA
22745,UDA
22746,UDA
22747,UDA
22748,UDA
22749,UDA
22750,UDA
22751,UDA
22752,UDA
22753,UDA
22754,UDA
22755,UDA
22756,UDA
22757,UDA
22758,UDA
22759,UDA
22760,UDA
22761,UDA
22762,UDA
22763,UDA
22764,UDA
22765,UDA
22766,UDA
22767,UDA
22768,UDA
22769,UDA
22770,UDA
22771,UDA
22772,UDA
22773,UDA
22774,UDA
22775,UDA
22776,UDA
22777,UDA
22778,UDA
22779,UDA
22780,UDA
22781,UDA
22782,UDA
22783,UDA
22784,UDA
22785,UDA
22786,UDA
22787,UDA
22788,UDA
22789,UDA
22790,UDA
22791,UDA
22792,UDA
22793,UDA
22794,UDA
22795,UDA
22796,UDA
22797,UDA
22798,UDA
22799,UDA
22800,UDA
22801,UDA
22802,UDA
22803,UDA
22804,UDA
22805,UDA
22806,UDA
22807,UDA
22808,UDA
22809,UDA
22810,UDA
22811,UDA
22812,UDA
22813,UDA
22814,UDA
22815,UDA
22816,UDA
22817,UDA
22818,UDA
22819,UDA
22820,UDA
22821,UDA
22822,UDA
22823,UDA
22824,UDA
22825,UDA
22826,UDA
22827,UDA
22828,UDA
22829,UDA
22830,UDA
22831,UDA
22832,UDA
22833,UDA
22834,UDA
22835,UDA
22836,UDA
22837,UDA
22838,UDA
22839,UDA
22840,UDA
22841,UDA
22842,UDA
22843,UDA
22844,UDA
22845,UDA
22846,UDA
22847,UDA
22848,UDA
22849,UDA
22850,UDA
22851,UDA
22852,UDA
22853,UDA
22854,UDA
22855,UDA
22856,UDA
22857,UDA
22858,UDA
22859,UDA
22860,UDA
22861,UDA
22862,UDA
22863,UDA
22864,UDA
22865,UDA
22866,UDA
22867,UDA
22868,UDA
22869,UDA
22870,UDA
22871,UDA
22872,UDA
22873,UDA
22874,UDA
22875,UDA
22876,UDA
22877,UDA
22878,UDA
22879,UDA
22880,UDA
22881,UDA
22882,UDA
22883,UDA
22884,UDA
22885,UDA
22886,UDA
22887,UDA
22888,UDA
22889,UDA
22890,UDA
22891,UDA
22892,UDA
22893,UDA
22894,UDA
22895,UDA
22896,UDA
22897,UDA
22898,UDA
22899,UDA
22900,UDA
22901,UDA
22902,UDA
22903,UDA
22904,UDA
22905,UDA
22906,UDA
22907,UDA
22908,UDA
22909,UDA
22910,UDA
22911,UDA
22912,UDA
22913,UDA
22914,UDA
22915,UDA
22916,UDA
22917,UDA
22918,UDA
22919,UDA
22920,UDA
22921,UDA
22922,UDA
22923,UDA
22924,UDA
22925,UDA
22926,UDA
22927,UDA
22928,UDA
22929,UDA
22930,UDA
22931,UDA
22932,UDA
22933,UDA
22934,UDA
22935,UDA
22936,UDA
22937,UDA
22938,UDA
22939,UDA
22940,UDA
22941,UDA
22942,UDA
22943,UDA
22944,UDA
22945,UDA
22946,UDA
22947,UDA
22948,UDA
22949,UDA
22950,UDA
22951,UDA
22952,UDA
22953,UDA
22954,UDA
22955,UDA
22956,UDA
