Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File	Begin Date Time	File Offset (s)	Annotation
42	Spectrogram 1	1	344.958383712	345.573744258	5092.251	18464.945	0.6154	13372.694	-84.28	HICEAS020908-084843.wav	344.9584	54.6584	Bout
43	Spectrogram 1	1	345.706469082	346.285631949	8546.125	19394.834	0.5792	10848.709	-84.27	HICEAS020908-084843.wav	345.7065	55.4065	Whistle
44	Spectrogram 1	1	347.130245330	347.777781591	9741.697	17136.531	0.6475	7394.834	-85.03	HICEAS020908-084843.wav	347.1302	56.8302	Bout
45	Spectrogram 1	1	347.918550344	348.594240355	9564.576	19084.871	0.6757	9520.295	-84.75	HICEAS020908-084843.wav	347.9186	57.6185	Whistle
46	Spectrogram 1	1	348.602284284	348.984370897	6154.982	17136.531	0.3821	10981.549	-82.14	HICEAS020908-084843.wav	348.6023	58.3023	Whistle
47	Spectrogram 1	1	349.724412339	349.905400735	9166.052	13638.376	0.1810	4472.324	-85.10	HICEAS020908-084843.wav	349.7244	59.4244	Whistle
48	Spectrogram 1	1	351.417660199	351.960625387	10405.904	19439.114	0.5430	9033.210	-122.85	HICEAS020908-084943.wav	351.4177	1.1177	Whistle
49	Spectrogram 1	1	352.097372175	353.010358083	9033.210	18863.469	0.9130	9830.259	-123.19	HICEAS020908-084943.wav	352.0974	1.7974	Bout
50	Spectrogram 1	1	353.408532554	353.899212206	4959.410	20369.004	0.4907	15409.594	-121.82	HICEAS020908-084943.wav	353.4085	3.1085	Whistle
51	Spectrogram 1	1	353.955519707	354.442177393	8413.284	19350.554	0.4867	10937.270	-122.73	HICEAS020908-084943.wav	353.9555	3.6555	Bout
52	Spectrogram 1	1	355.463757206	355.950414893	8103.321	18199.262	0.4867	10095.941	-123.23	HICEAS020908-084943.wav	355.4638	5.1638	Whistle
53	Spectrogram 1	1	356.099227574	356.710566156	5579.336	19306.273	0.6113	13726.937	-123.08	HICEAS020908-084943.wav	356.0992	5.7992	Whistle
54	Spectrogram 1	1	356.710566156	356.951884018	17092.251	19881.919	0.2413	2789.668	-122.20	HICEAS020908-084943.wav	356.7106	6.4106	Whistle
55	Spectrogram 1	1	358.496318330	358.677306726	10715.867	16915.129	0.1810	6199.262	-122.98	HICEAS020908-084943.wav	358.4963	8.1963	Whistle
56	Spectrogram 1	1	358.826119407	359.413326202	8546.125	19306.273	0.5872	10760.148	-123.52	HICEAS020908-084943.wav	358.8261	8.5261	Whistle
57	Spectrogram 1	1	359.578227608	360.125214760	8634.686	17623.616	0.5470	8988.930	-123.47	HICEAS020908-084943.wav	359.5782	9.2782	Whistle
58	Spectrogram 1	1	360.346422800	361.030156740	5269.373	21564.576	0.6837	16295.203	-122.62	HICEAS020908-084943.wav	360.3464	10.0464	Whistle
59	Spectrogram 1	1	361.082442277	361.211145136	5845.018	12487.085	0.1287	6642.067	-122.84	HICEAS020908-084943.wav	361.0824	10.7824	Whistle
60	Spectrogram 1	1	363.049182846	363.656499463	8678.967	20147.601	0.6073	11468.634	-123.52	HICEAS020908-084943.wav	363.0492	12.7492	Whistle
61	Spectrogram 1	1	396.700965535	396.966415182	5225.092	6332.103	0.2654	1107.011	-85.39	HICEAS020908-084943.wav	396.7010	46.4010	Whistle
62	Spectrogram 1	1	421.850313845	422.453608498	5225.092	15276.753	0.6033	10051.661	-91.25	HICEAS020908-085043.wav	421.8503	11.5503	Whistle
63	Spectrogram 1	1	425.031687649	425.208654081	4118.081	5535.055	0.1770	1416.974	-86.40	HICEAS020908-085043.wav	425.0317	14.7317	Whistle
64	Spectrogram 1	1	425.248873725	425.675201946	4073.801	11911.439	0.4263	7837.638	-89.60	HICEAS020908-085043.wav	425.2489	14.9489	Bout
65	Spectrogram 1	1	442.330159806	443.315541073	5047.970	7881.919	0.9854	2833.949	-88.14	HICEAS020908-085043.wav	442.3302	32.0302	Whistle
66	Spectrogram 1	1	446.223422168	447.112276290	4206.642	15852.399	0.8889	11645.757	-90.79	HICEAS020908-085043.wav	446.2234	35.9234	Whistle
67	Spectrogram 1	1	447.771878444	447.985042555	5535.055	8147.601	0.2132	2612.546	-88.17	HICEAS020908-085043.wav	447.7719	37.4719	Whistle
68	Spectrogram 1	1	448.958358796	450.076464886	3011.070	14833.948	1.1181	11822.878	-89.93	HICEAS020908-085043.wav	448.9584	38.6584	Whistle
69	Spectrogram 1	1	450.651605789	451.492196339	3896.679	20501.845	0.8406	16605.166	-90.38	HICEAS020908-085043.wav	450.6516	40.3516	Bout
70	Spectrogram 1	1	454.110496001	454.283440468	4383.764	16250.923	0.1729	11867.159	-92.39	HICEAS020908-085043.wav	454.1105	43.8105	Whistle
71	Spectrogram 1	1	454.392033506	454.689658868	8767.528	18553.506	0.2976	9785.978	-98.18	HICEAS020908-085043.wav	454.3920	44.0920	Whistle
72	Spectrogram 1	1	480.587092548	480.953091304	7793.358	16560.886	0.3660	8767.528	-96.85	HICEAS020908-090007.wav	480.5871	4.8471	Whistle
73	Spectrogram 1	1	489.202141929	490.332313913	4162.362	20811.808	1.1302	16649.446	-93.40	HICEAS020908-090007.wav	489.2021	13.4621	Bout
74	Spectrogram 1	1	490.802883742	491.333783037	10007.380	18287.823	0.5309	8280.443	-99.48	HICEAS020908-090007.wav	490.8029	15.0629	Whistle
75	Spectrogram 1	1	503.021614052	503.327283343	7173.432	16383.764	0.3057	9210.332	-93.40	HICEAS020908-090007.wav	503.0216	27.2816	Whistle
76	Spectrogram 1	1	503.351415129	503.854160673	5712.177	17180.812	0.5027	11468.635	-93.77	HICEAS020908-090007.wav	503.3514	27.6114	Bout
77	Spectrogram 1	1	512.328441302	513.506876858	3675.277	13107.011	1.1784	9431.734	-88.19	HICEAS020908-090007.wav	512.3284	36.5884	Bout
78	Spectrogram 1	1	513.687865253	513.888963471	9741.697	17933.579	0.2011	8191.882	-96.72	HICEAS020908-090007.wav	513.6879	37.9479	Whistle
79	Spectrogram 1	1	514.090061689	514.271050085	10627.306	15630.996	0.1810	5003.690	-94.48	HICEAS020908-090007.wav	514.0901	38.3501	Whistle
80	Spectrogram 1	1	514.504324017	515.147838314	4073.801	6376.384	0.6435	2302.583	-85.36	HICEAS020908-090007.wav	514.5043	38.7643	Whistle
81	Spectrogram 1	1	527.318303045	527.410808225	10051.661	11335.793	0.0925	1284.132	-93.13	HICEAS020908-090007.wav	527.3183	51.5783	Whistle
82	Spectrogram 1	1	530.978291474	531.320158444	6420.664	8900.369	0.3419	2479.705	-89.96	HICEAS020908-090007.wav	530.9783	55.2383	Whistle
83	Spectrogram 1	1	540.771774404	541.435398523	4162.362	10494.465	0.6636	6332.103	-86.15	HICEAS020908-090107.wav	540.7718	5.0318	Whistle
84	Spectrogram 1	1	543.900863539	544.564487658	4029.520	6774.908	0.6636	2745.388	-85.50	HICEAS020908-090107.wav	543.9009	8.1609	Whistle
85	Spectrogram 1	1	552.206221665	552.978438821	3896.679	13815.498	0.7722	9918.819	-91.58	HICEAS020908-090107.wav	552.2062	16.4662	Bout
86	Spectrogram 1	1	564.432995903	565.699914675	4516.605	20723.247	1.2669	16206.642	-93.15	HICEAS020908-090107.wav	564.4330	28.6930	Bout
87	Spectrogram 1	1	567.328810238	567.453491133	14435.424	17357.934	0.1247	2922.510	-101.27	HICEAS020908-090107.wav	567.3288	31.5888	Whistle
88	Spectrogram 1	1	567.574150064	567.855687569	14036.900	17446.494	0.2815	3409.594	-98.08	HICEAS020908-090107.wav	567.5742	31.8341	Whistle
89	Spectrogram 1	1	568.225708289	568.454960258	13151.292	18110.701	0.2293	4959.409	-100.10	HICEAS020908-090107.wav	568.2257	32.4857	Whistle
90	Spectrogram 1	1	580.766195747	581.244809506	5313.653	10671.587	0.4786	5357.934	-88.17	HICEAS020908-090107.wav	580.7662	45.0262	Whistle
91	Spectrogram 1	1	581.707336273	581.848105026	6332.103	7837.638	0.1408	1505.535	-86.24	HICEAS020908-090107.wav	581.7073	45.9673	Whistle
92	Spectrogram 1	1	582.644453968	583.143177548	6066.421	19793.358	0.4987	13726.937	-95.08	HICEAS020908-090107.wav	582.6445	46.9045	Whistle
93	Spectrogram 1	1	604.226319029	605.235832082	6686.347	12044.280	1.0095	5357.933	-93.40	HICEAS020908-090207.wav	604.2263	8.4863	Whistle
94	Spectrogram 1	1	612.318511199	612.592004775	4605.166	13815.498	0.2735	9210.332	-91.28	HICEAS020908-090207.wav	612.3185	16.5785	Whistle
95	Spectrogram 1	1	612.736795491	613.766418366	3808.118	5623.616	1.0296	1815.498	-84.31	HICEAS020908-090207.wav	612.7368	16.9968	Whistle
96	Spectrogram 1	1	617.048342146	617.695878407	3896.679	17180.812	0.6475	13284.133	-92.77	HICEAS020908-090207.wav	617.0483	21.3083	Whistle
97	Spectrogram 1	1	693.590360514	695.685803943	6819.188	23955.720	2.0954	17136.532	-95.47	STAR031106-113842.wav	693.5904	0.1504	Bout
98	Spectrogram 1	1	695.750155372	696.466065027	8236.162	20369.004	0.7159	12132.842	-98.41	STAR031106-113842.wav	695.7502	2.3101	Bout
99	Spectrogram 1	1	696.486184690	698.251827042	4472.325	19571.956	1.7656	15099.631	-89.40	STAR031106-113842.wav	696.4862	3.0462	Bout
100	Spectrogram 1	1	704.214389617	704.399399977	8501.845	11114.391	0.1850	2612.546	-93.89	STAR031106-113842.wav	704.2144	10.7744	Whistle
101	Spectrogram 1	1	708.445496984	708.771276097	4250.923	8988.930	0.3258	4738.007	-91.82	STAR031106-113842.wav	708.4455	15.0055	Whistle
102	Spectrogram 1	1	709.708393792	709.873294330	6907.749	8236.162	0.1649	1328.413	-94.41	STAR031106-113842.wav	709.7084	16.2684	Whistle
103	Spectrogram 1	1	710.327776302	710.536918449	12797.048	14656.827	0.2091	1859.779	-93.29	STAR031106-113842.wav	710.3278	16.8878	Whistle
104	Spectrogram 1	1	712.177879905	712.467461339	10583.026	11468.635	0.2896	885.609	-96.00	STAR031106-113842.wav	712.1779	18.7379	Whistle
105	Spectrogram 1	1	712.608230091	713.062712063	9121.771	14391.144	0.4545	5269.373	-97.99	STAR031106-113842.wav	712.6082	19.1682	Whistle
106	Spectrogram 1	1	713.380448114	714.655410815	5225.092	9431.734	1.2750	4206.642	-94.47	STAR031106-113842.wav	713.3804	19.9405	Whistle
107	Spectrogram 1	1	716.083208160	717.852872476	5800.738	16649.446	1.7697	10848.708	-97.25	STAR031106-113842.wav	716.0832	22.6432	Bout
108	Spectrogram 1	1	729.508527776	730.067580822	9608.856	14479.705	0.5591	4870.849	-98.42	STAR031109-114625.wav	729.5085	0.0185	Whistle
109	Spectrogram 1	1	730.003229392	730.320964576	7970.480	23158.672	0.3177	15188.192	-99.14	STAR031109-114625.wav	730.0032	0.5132	Whistle
110	Spectrogram 1	1	734.270534439	735.006553916	8856.089	13416.974	0.7360	4560.885	-99.08	STAR031109-114625.wav	734.2705	4.7805	Bout
111	Spectrogram 1	1	735.238959264	735.472233196	8944.649	15453.875	0.2333	6509.226	-99.62	STAR031109-114625.wav	735.2390	5.7490	Whistle
112	Spectrogram 1	1	735.765836594	735.866385703	10583.026	14568.266	0.1005	3985.240	-99.51	STAR031109-114625.wav	735.7658	6.2758	Whistle
113	Spectrogram 1	1	735.987044634	737.016667508	8191.882	17756.458	1.0296	9564.576	-99.60	STAR031109-114625.wav	735.9870	6.4970	Bout
114	Spectrogram 1	1	737.040807905	738.649593647	4826.568	17490.775	1.6088	12664.207	-97.58	STAR031109-114625.wav	737.0408	7.5508	Bout
115	Spectrogram 1	1	738.806450257	740.881783864	4782.288	17667.897	2.0753	12885.609	-97.60	STAR031109-114625.wav	738.8065	9.3165	Bout
116	Spectrogram 1	1	740.974289044	741.074838153	10361.624	14479.705	0.1005	4118.081	-100.29	STAR031109-114625.wav	740.9743	11.4843	Whistle
117	Spectrogram 1	1	741.115056905	741.963691383	15099.631	16516.605	0.8486	1416.974	-99.23	STAR031109-114625.wav	741.1151	11.6251	Whistle
118	Spectrogram 1	1	741.879230132	742.040108706	9343.173	12442.804	0.1609	3099.631	-101.11	STAR031109-114625.wav	741.8792	12.3892	Whistle
119	Spectrogram 1	1	742.309580318	742.450349070	9564.576	11557.196	0.1408	1992.620	-99.66	STAR031109-114625.wav	742.3096	12.8196	Whistle
120	Spectrogram 1	1	743.041577830	743.902278202	9431.734	15409.594	0.8607	5977.860	-99.77	STAR031109-114625.wav	743.0416	13.5516	Bout
121	Spectrogram 1	1	744.203925529	744.903747326	6597.786	17313.653	0.6998	10715.867	-97.87	STAR031109-114625.wav	744.2039	14.7139	Bout
122	Spectrogram 1	1	745.161153045	745.507041980	7040.590	14258.303	0.3459	7217.713	-98.98	STAR031109-114625.wav	745.1612	15.6711	Whistle
123	Spectrogram 1	1	745.848909817	746.307413753	5535.055	14435.424	0.4585	8900.369	-97.82	STAR031109-114625.wav	745.8489	16.3589	Bout
124	Spectrogram 1	1	746.371765183	747.827716279	5977.860	15409.594	1.4560	9431.734	-98.19	STAR031109-114625.wav	746.3718	16.8818	Bout
125	Spectrogram 1	1	748.085121998	748.374703431	6509.225	14789.668	0.2896	8280.443	-98.29	STAR031109-114625.wav	748.0851	18.5951	Bout
126	Spectrogram 1	1	748.386769324	748.491340398	11822.878	15630.996	0.1046	3808.118	-100.38	STAR031109-114625.wav	748.3868	18.8968	Whistle
127	Spectrogram 1	1	748.551669863	750.759734752	3763.838	18863.469	2.2081	15099.631	-97.50	STAR031109-114625.wav	748.5517	19.0617	Bout
128	Spectrogram 1	1	750.840174039	752.428849959	8856.089	16826.568	1.5887	7970.479	-99.84	STAR031109-114625.wav	750.8402	21.3502	Whistle
129	Spectrogram 1	1	753.176936078	753.977306984	6199.262	16118.081	0.8004	9918.819	-98.63	STAR031109-114625.wav	753.1769	23.6869	Whistle
130	Spectrogram 1	1	755.236181827	755.493587546	5977.860	7394.834	0.2574	1416.974	-94.93	STAR031109-114625.wav	755.2362	25.7462	Whistle
131	Spectrogram 1	1	755.485543617	756.881165248	14701.107	16428.044	1.3956	1726.937	-98.96	STAR031109-114625.wav	755.4855	25.9955	Whistle
132	Spectrogram 1	1	756.438750036	757.661427200	5712.177	8811.808	1.2227	3099.631	-95.85	STAR031109-114625.wav	756.4388	26.9488	Whistle
133	Spectrogram 1	1	757.774042202	759.318476514	9210.332	17092.251	1.5444	7881.919	-100.21	STAR031109-114625.wav	757.7740	28.2840	Bout
134	Spectrogram 1	1	759.744804736	760.464736355	8280.443	14214.022	0.7199	5933.579	-99.31	STAR031109-114625.wav	759.7448	30.2548	Whistle
135	Spectrogram 1	1	760.504955999	762.017214596	7970.480	16649.446	1.5123	8678.966	-99.68	STAR031109-114625.wav	760.5050	31.0150	Bout
136	Spectrogram 1	1	762.254510180	762.841716975	8147.601	13594.096	0.5872	5446.495	-98.76	STAR031109-114625.wav	762.2545	32.7645	Whistle
137	Spectrogram 1	1	763.095100730	763.388704127	15542.435	16428.044	0.2936	885.609	-98.04	STAR031109-114625.wav	763.0951	33.6051	Whistle
138	Spectrogram 1	1	763.445011628	763.694373418	7173.432	11158.672	0.2494	3985.240	-97.35	STAR031109-114625.wav	763.4450	33.9550	Bout
139	Spectrogram 1	1	765.307181124	765.608828451	8723.247	13505.535	0.3016	4782.288	-98.85	STAR031109-114625.wav	765.3072	35.8172	Whistle
140	Spectrogram 1	1	766.328760070	766.871725258	9166.052	11025.830	0.5430	1859.778	-99.98	STAR031109-114625.wav	766.3288	36.8387	Whistle
141	Spectrogram 1	1	769.136092057	769.244685094	10892.989	13328.413	0.1086	2435.424	-100.63	STAR031109-114625.wav	769.1361	39.6461	Whistle
142	Spectrogram 1	1	770.459318329	770.672482440	10627.306	12044.280	0.2132	1416.974	-100.07	STAR031109-114625.wav	770.4593	40.9693	Whistle
143	Spectrogram 1	1	771.931358150	773.998647828	7217.712	15099.631	2.0673	7881.919	-98.88	STAR031109-114625.wav	771.9314	42.4414	Whistle
144	Spectrogram 1	1	775.056425321	776.669233027	7306.273	15099.631	1.6128	7793.358	-98.35	STAR031109-114625.wav	775.0564	45.5664	Whistle
145	Spectrogram 1	1	778.370523949	779.520805754	8546.125	13594.096	1.1503	5047.971	-99.10	STAR031109-114625.wav	778.3705	48.8805	Whistle
146	Spectrogram 1	1	779.979309690	780.256825231	10051.661	12885.609	0.2775	2833.948	-100.96	STAR031109-114625.wav	779.9793	50.4893	Whistle
147	Spectrogram 1	1	781.061218969	781.423195761	9874.539	12797.048	0.3620	2922.509	-100.66	STAR031109-114625.wav	781.0612	51.5712	Whistle
148	Spectrogram 1	1	781.901809519	782.147149344	9343.173	10627.306	0.2453	1284.133	-97.49	STAR031109-114625.wav	781.9018	52.4118	Whistle
149	Spectrogram 1	1	782.231610596	783.019915609	6996.310	11335.793	0.7883	4339.483	-97.34	STAR031109-114625.wav	782.2316	52.7416	Whistle
150	Spectrogram 1	1	783.164706326	783.494507403	7129.151	13771.218	0.3298	6642.067	-98.96	STAR031109-114625.wav	783.1647	53.6747	Whistle
151	Spectrogram 1	1	783.715715443	784.339119917	9564.576	14523.985	0.6234	4959.409	-100.24	STAR031109-114625.wav	783.7157	54.2257	Whistle
152	Spectrogram 1	1	785.312436158	786.233465995	7527.675	15188.192	0.9210	7660.517	-98.63	STAR031109-114625.wav	785.3124	55.8224	Whistle
153	Spectrogram 1	1	786.402388498	787.753768521	5136.531	15276.753	1.3514	10140.222	-96.79	STAR031109-114625.wav	786.4024	56.9124	Bout
154	Spectrogram 1	1	787.934767066	789.503333164	6952.030	16516.605	1.5686	9564.575	-97.70	STAR031109-114625.wav	787.9348	58.4448	Bout
155	Spectrogram 1	1	789.664211738	791.144294621	7129.151	18066.421	1.4801	10937.270	-99.20	STAR031109-114625.wav	789.6642	60.1742	Bout
156	Spectrogram 1	1	792.439368010	792.624378370	9343.173	11512.915	0.1850	2169.742	-99.08	STAR031109-114625.wav	792.4394	62.9494	Whistle
157	Spectrogram 1	1	793.625846365	795.049621747	7439.114	15985.240	1.4238	8546.126	-98.21	STAR031109-114625.wav	793.6258	64.1359	Bout
158	Spectrogram 1	1	796.819286930	797.225505330	8944.649	14701.107	0.4062	5756.458	-98.21	STAR031109-114625.wav	796.8193	67.3293	Whistle
159	Spectrogram 1	1	797.225505330	798.331545527	7129.151	19261.993	1.1060	12132.842	-97.95	STAR031109-114625.wav	797.2255	67.7355	Bout
160	Spectrogram 1	1	798.375787135	798.709610176	4162.362	11734.317	0.3338	7571.955	-95.95	STAR031109-114625.wav	798.3758	68.8858	Whistle
161	Spectrogram 1	1	798.753851784	799.180180006	7084.871	11424.354	0.4263	4339.483	-97.83	STAR031109-114625.wav	798.7539	69.2639	Bout
162	Spectrogram 1	1	799.385300188	800.145451451	4206.642	15276.753	0.7602	11070.111	-96.14	STAR031109-114625.wav	799.3853	69.8953	Bout
163	Spectrogram 1	1	800.495362350	801.311821114	6686.347	13771.218	0.8165	7084.871	-96.60	STAR031109-114625.wav	800.4954	71.0054	Bout
164	Spectrogram 1	1	801.709996452	803.447485053	6952.030	18686.347	1.7375	11734.317	-97.43	STAR031109-114625.wav	801.7100	72.2200	Bout
165	Spectrogram 1	1	803.503792554	804.392646676	7040.590	13594.096	0.8889	6553.506	-96.48	STAR031109-114625.wav	803.5038	74.0138	Whistle
166	Spectrogram 1	1	804.770711325	805.144754010	7084.871	14701.107	0.3740	7616.236	-98.02	STAR031109-114625.wav	804.7707	75.2807	Bout
167	Spectrogram 1	1	805.945124917	806.323189566	7926.199	14435.424	0.3781	6509.225	-98.72	STAR031109-114625.wav	805.9451	76.4551	Bout
168	Spectrogram 1	1	807.059209910	807.364879201	7217.712	11468.635	0.3057	4250.923	-94.99	STAR031109-114625.wav	807.0592	77.5692	Bout
169	Spectrogram 1	1	807.734899922	808.064700999	17225.092	20191.882	0.3298	2966.790	-99.01	STAR031109-114625.wav	807.7349	78.2449	Whistle
170	Spectrogram 1	1	807.759031708	807.863602781	9166.052	10405.904	0.1046	1239.852	-97.24	STAR031109-114625.wav	807.7590	78.2690	Whistle
171	Spectrogram 1	1	808.064700999	809.255202447	5756.458	15276.753	1.1905	9520.295	-96.56	STAR031109-114625.wav	808.0647	78.5747	Bout
172	Spectrogram 1	1	809.331619770	810.594516577	7704.797	21387.454	1.2629	13682.657	-98.03	STAR031109-114625.wav	809.3316	79.8416	Bout
173	Spectrogram 1	1	810.590495480	811.616096391	6907.749	16605.166	1.0256	9697.417	-97.75	STAR031109-114625.wav	810.5905	81.1005	Bout
174	Spectrogram 1	1	811.632184248	812.287764438	9830.258	15276.753	0.6556	5446.495	-100.03	STAR031109-114625.wav	811.6322	82.1422	Whistle
175	Spectrogram 1	1	814.282658757	815.054875913	6642.066	15143.911	0.7722	8501.845	-98.82	STAR031109-114625.wav	814.2827	84.7927	Bout
176	Spectrogram 1	1	815.219777319	815.412831608	11424.354	15055.351	0.1931	3630.997	-100.18	STAR031109-114625.wav	815.2198	85.7298	Bout
177	Spectrogram 1	1	815.565666254	816.249400194	7837.638	15276.753	0.6837	7439.115	-98.68	STAR031109-114625.wav	815.5657	86.0757	Whistle
