label,file,source,src_path,segment,native_sr,spec_path,wav_path,offset_s
Chains,Anthropogenic_Chains_27.4.c_192000_16_42_31_seg004,Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,4,192000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31_seg004.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,20.0
Chains,Anthropogenic_Chains_27.4.c_192000_16_42_31_seg005,Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,5,192000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31_seg005.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,25.0
Chains,Anthropogenic_Chains_27.4.c_192000_16_42_31_seg006,Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,6,192000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31_seg006.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,30.0
Chains,Anthropogenic_Chains_27.4.c_192000_16_42_31_seg007,Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,7,192000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31_seg007.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_42_31.flac,35.0
Chains,Anthropogenic_Chains_27.4.c_192000_16_5_11_seg000,Anthropogenic_Chains_27.4.c_192000_16_5_11.flac,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_5_11.flac,0,192000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.4.c_192000_16_5_11_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_5_11.flac,0.0
Chains,Anthropogenic_Chains_27.4.c_192000_16_5_56_seg000,Anthropogenic_Chains_27.4.c_192000_16_5_56.flac,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_5_56.flac,0,192000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.4.c_192000_16_5_56_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_5_56.flac,0.0
Chains,Anthropogenic_Chains_27.4.c_192000_16_6_49_seg000,Anthropogenic_Chains_27.4.c_192000_16_6_49.flac,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_6_49.flac,0,192000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.4.c_192000_16_6_49_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_6_49.flac,0.0
Chains,Anthropogenic_Chains_27.4.c_192000_16_7_13_seg000,Anthropogenic_Chains_27.4.c_192000_16_7_13.flac,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_7_13.flac,0,192000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.4.c_192000_16_7_13_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_7_13.flac,0.0
Chains,Anthropogenic_Chains_27.4.c_192000_16_7_36_seg000,Anthropogenic_Chains_27.4.c_192000_16_7_36.flac,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_7_36.flac,0,192000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.4.c_192000_16_7_36_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_7_36.flac,0.0
Chains,Anthropogenic_Chains_27.4.c_192000_16_8_28_seg000,Anthropogenic_Chains_27.4.c_192000_16_8_28.flac,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_8_28.flac,0,192000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.4.c_192000_16_8_28_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.4.c_192000_16_8_28.flac,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_5_220_seg000,Anthropogenic_Chains_27.8.c_288000_16_5_220.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_220.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_220_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_220.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_5_232_seg000,Anthropogenic_Chains_27.8.c_288000_16_5_232.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_232.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_232_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_232.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_5_240_seg000,Anthropogenic_Chains_27.8.c_288000_16_5_240.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_240.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_240_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_240.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_5_256_seg000,Anthropogenic_Chains_27.8.c_288000_16_5_256.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_256.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_256_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_256.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_5_267_seg000,Anthropogenic_Chains_27.8.c_288000_16_5_267.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_267.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_267_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_267.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_5_296_seg000,Anthropogenic_Chains_27.8.c_288000_16_5_296.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_296.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_296_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_296.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_5_331_seg000,Anthropogenic_Chains_27.8.c_288000_16_5_331.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_331.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_331_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_331.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_5_829_seg000,Anthropogenic_Chains_27.8.c_288000_16_5_829.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_829.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_829_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_829.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_5_885_seg000,Anthropogenic_Chains_27.8.c_288000_16_5_885.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_885.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_885_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_5_885.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_6_297_seg000,Anthropogenic_Chains_27.8.c_288000_16_6_297.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_297.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_297_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_297.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_6_298_seg000,Anthropogenic_Chains_27.8.c_288000_16_6_298.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_298.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_298_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_298.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_6_431_seg000,Anthropogenic_Chains_27.8.c_288000_16_6_431.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_431.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_431_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_431.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_6_464_seg000,Anthropogenic_Chains_27.8.c_288000_16_6_464.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_464.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_464_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_464.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_6_63_seg000,Anthropogenic_Chains_27.8.c_288000_16_6_63.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_63.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_63_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_63.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_6_834_seg000,Anthropogenic_Chains_27.8.c_288000_16_6_834.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_834.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_834_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_834.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_6_943_seg000,Anthropogenic_Chains_27.8.c_288000_16_6_943.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_943.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_943_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_943.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_6_951_seg000,Anthropogenic_Chains_27.8.c_288000_16_6_951.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_951.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_951_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_6_951.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_7_127_seg000,Anthropogenic_Chains_27.8.c_288000_16_7_127.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_7_127.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_7_127_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_7_127.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_7_222_seg000,Anthropogenic_Chains_27.8.c_288000_16_7_222.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_7_222.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_7_222_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_7_222.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_7_62_seg000,Anthropogenic_Chains_27.8.c_288000_16_7_62.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_7_62.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_7_62_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_7_62.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_8_838_seg000,Anthropogenic_Chains_27.8.c_288000_16_8_838.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_8_838.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_8_838_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_8_838.wav,0.0
Chains,Anthropogenic_Chains_27.8.c_288000_16_9_223_seg000,Anthropogenic_Chains_27.8.c_288000_16_9_223.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_9_223.wav,0,288000,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Chains/Anthropogenic_Chains_27.8.c_288000_16_9_223_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Chains/Anthropogenic_Chains_27.8.c_288000_16_9_223.wav,0.0
Odontocetes_Delphinids,Biological_Delphinids_27.7.h_39062_24_60_1_seg000,Biological_Delphinids_27.7.h_39062_24_60_1.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Odontocetes_Delphinids/Biological_Delphinids_27.7.h_39062_24_60_1.wav,0,39062,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Odontocetes_Delphinids/Biological_Delphinids_27.7.h_39062_24_60_1_seg000.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Odontocetes_Delphinids/Biological_Delphinids_27.7.h_39062_24_60_1.wav,0.0
Odontocetes_Delphinids,Biological_Delphinids_27.7.h_39062_24_60_1_seg001,Biological_Delphinids_27.7.h_39062_24_60_1.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Odontocetes_Delphinids/Biological_Delphinids_27.7.h_39062_24_60_1.wav,1,39062,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Odontocetes_Delphinids/Biological_Delphinids_27.7.h_39062_24_60_1_seg001.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Odontocetes_Delphinids/Biological_Delphinids_27.7.h_39062_24_60_1.wav,5.0
Odontocetes_Delphinids,Biological_Delphinids_27.7.h_39062_24_60_1_seg002,Biological_Delphinids_27.7.h_39062_24_60_1.wav,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Odontocetes_Delphinids/Biological_Delphinids_27.7.h_39062_24_60_1.wav,2,39062,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/spectrograms/Odontocetes_Delphinids/Biological_Delphinids_27.7.h_39062_24_60_1_seg002.png,/data2/mromaniuc/cet-det/datasets/ECOSS/annotated_sounds/Odontocetes_Delphinids/Biological_Delphinids_27.7.h_39062_24_60_1.wav,10.0
